Frame;Sub Frame;TA_D;FIB_D;GM_D;GL_D;SOL_D;TA_I;FIB_I;GM_I;GLI;SOL_I
740;7;0.00263214;-0.00724792;0.140305;0.0606537;0.0598907;0.107117;0.0777817;0.0725555;0.102463;0.0801849
740;8;0.00549316;-0.00823975;0.10601;0.0572586;0.0592422;0.0638962;0.0737762;0.0743866;0.101585;0.0814056
740;9;0.00701904;-0.0120163;0.0381088;0.0528717;0.0751495;-0.0603104;0.0774384;0.0737381;0.102386;0.0797653
741;0;0.00694275;-0.0183487;-0.0505829;0.0602341;0.107002;-0.125961;0.0741196;0.0764465;0.0997925;0.0831223
741;1;0.000572205;-0.0118256;-0.0806427;0.0665665;0.121727;-0.0345993;0.0777054;0.0753021;0.0989914;0.0870132
741;2;-0.00736237;0.000419617;-0.0343704;0.0629044;0.140457;0.0315094;0.0736237;0.0753021;0.0984573;0.0852203
741;3;-0.0159836;0.00576019;-0.0605774;0.0720596;0.129623;0.0717545;0.0775146;0.0714874;0.0995636;0.083313
741;4;-0.00926971;0.00961304;-0.0622559;0.0782013;0.131226;0.0883484;0.0785828;0.0733948;0.0993347;0.0879669
741;5;-0.00965118;0.00789642;0.0279617;0.07267;0.0956726;0.0993347;0.0772095;0.0736618;0.0995636;0.0872421
741;6;-0.00862122;0.0087738;0.0698853;0.0754166;0.0777054;0.10952;0.077095;0.074501;0.0961685;0.0901031
741;7;-0.00431061;0.0108719;0.0811768;0.0796127;0.0381851;0.109901;0.0789642;0.0728989;0.0922012;0.0894547
741;8;-0.00823975;0.0104141;0.10685;0.0839996;0.0535583;0.10685;0.0789261;0.0696182;0.0981522;0.0870895
741;9;-0.00118256;0.00175476;0.105019;0.0849152;0.0520706;0.109291;0.0791931;0.0665665;0.0966644;0.0866699
742;0;0.00770569;0.00087738;0.115852;0.075264;0.0184631;0.100632;0.0775909;0.0673294;0.0973129;0.0852203
742;1;0.011673;0.00289917;0.132828;0.0866318;-0.00907898;0.102234;0.0748825;0.0650406;0.0971222;0.0820541
742;2;0.0139236;0.00164032;0.0376129;0.0797272;0.021286;0.110588;0.0684738;0.0645828;0.0951385;0.0816345
742;3;0.0118256;0.00282288;0.0280762;0.0750732;0.0411987;0.0996399;0.0688934;0.0667191;0.0990677;0.0830841
742;4;0.00198364;0.00247955;0.0550079;0.0663757;0.0485611;0.100212;0.0669098;0.0652695;0.0963974;0.0822449
742;5;0.00431061;-0.00137329;0.0373459;0.0453186;0.0878525;0.0869751;0.0693893;0.0673676;0.101089;0.0856018
742;6;0.00720978;-0.00202179;-0.0502777;0.0493622;0.120316;0.0675583;0.07267;0.0683212;0.102654;0.0819397
742;7;0.00686646;0.000915527;0.0218582;0.0621796;0.147743;0.0511932;0.0723267;0.0683594;0.098381;0.0860214
742;8;0.00579834;-0.00263214;0.0832748;0.0597;0.142059;0.0501251;0.0735855;0.0690842;0.102615;0.0855637
742;9;0.00713348;-0.00640869;0.102348;0.0595474;0.0782013;0.0368881;0.0747681;0.0656891;0.102386;0.0860596
743;0;0.00587463;-0.00972748;0.104065;0.0521469;0.0468445;0.0439072;0.0755692;0.0680161;0.103378;0.0893021
743;1;0.00350952;-0.00160217;0.100212;0.0484848;0.0268173;0.0567627;0.0771713;0.0715256;0.0984573;0.0850296
743;2;-0.00400543;-0.00125885;0.102577;0.0509644;0.0281906;0.0414658;0.0679398;0.070343;0.0957108;0.0864792
743;3;-0.00484467;-0.00762939;0.115395;0.052948;0.0489044;-0.0249863;0.0717545;0.0725174;0.0996017;0.0866699
743;4;-0.00217438;-0.00301361;0.11364;0.0577927;0.0288773;-0.0237274;0.0748444;0.0734329;0.0998306;0.0821686
743;5;-0.00217438;0.000267029;0.0967407;0.0676727;0.0106049;0.0152206;0.0761795;0.0668716;0.100708;0.0812912
743;6;-0.00114441;-0.000190735;0.0905228;0.0774765;0.0115967;0.0901413;0.0772095;0.063858;0.0954437;0.0753021
743;7;-0.00480652;-0.00507355;0.0728989;0.0793457;0.0149155;0.161705;0.0750351;0.0679398;0.0916672;0.08255
743;8;-0.00576019;0.0062561;0.0619125;0.0828552;0.0136566;0.20153;0.0762177;0.0715256;0.0912094;0.0819397
743;9;-0.00583649;0.0181198;-0.0216675;0.0874329;0.0186539;0.158195;0.0762177;0.0745392;0.0960541;0.0851059
744;0;-0.00701904;0.0131989;-0.00736237;0.08255;0.0452423;0.103836;0.0833511;0.0778961;0.0975037;0.0885391
744;1;-0.0043869;0.00736237;0.0328064;0.0862503;0.0904465;0.0716019;0.0786972;0.0757599;0.0967789;0.0892639
744;2;0.00278473;-0.0018692;0.0882721;0.0850677;0.112457;0.116653;0.0684738;0.0760269;0.0976562;0.0827789
744;3;0.00530243;0.00217438;0.0951385;0.0813675;0.0908279;0.141182;0.0643158;0.0769043;0.0986862;0.087204
744;4;0.00495911;-0.00125885;0.0696945;0.0872803;0.0547028;0.0761032;0.0613785;0.078125;0.0963974;0.0937271
744;5;0.0043869;-0.00701904;0.124855;0.0843048;0.0299454;0.0247192;0.0623703;0.0772476;0.0986481;0.0882339
744;6;0.00114441;-0.013237;0.138931;0.072403;-0.00762939;-0.0109482;0.0679016;0.0799561;0.10334;0.0885773
744;7;-0.00934601;-0.00427246;-0.0498962;0.0658035;-0.010376;-0.027504;0.0712585;0.0788498;0.100098;0.0847626
744;8;-0.00350952;-0.00301361;-0.111809;0.0494766;0.0948715;-0.0154495;0.0761795;0.0708389;0.0989532;0.0858688
744;9;0.001297;-0.0043869;-0.0809097;0.038147;0.247116;0.0420761;0.0779343;0.0726318;0.100594;0.0859833
745;0;-0.00370026;0.00171661;-0.00530243;0.0416946;0.233917;0.0773239;0.0788879;0.0734329;0.0993729;0.084343
745;1;-0.00648499;0.00652313;-0.0707626;0.0526428;0.142326;0.0791931;0.0807571;0.0731659;0.103226;0.0796127
745;2;-0.0114441;0.00816345;0.0562668;0.0678253;0.0805664;0.0699997;0.0725937;0.0719452;0.0989151;0.0787735
745;3;-0.00679016;0.00377655;0.0521088;0.0823975;0.0535583;0.0718307;0.0717545;0.0656128;0.0935364;0.0726318
745;4;-0.00801086;-0.000343323;0.000915527;0.0827789;0.0994873;0.0639343;0.0756073;0.0648117;0.0968933;0.0718307
745;5;-0.00328064;-0.00576019;0.0287247;0.0818253;0.14164;0.0727081;0.0761795;0.0687408;0.0978088;0.0743484
745;6;0.0087738;-0.00591278;0.0868225;0.0770569;0.167694;0.0727081;0.0840759;0.0672531;0.0980377;0.0811768
745;7;0.00648499;-0.000419617;0.197296;0.0688934;0.190887;0.0617218;0.0806427;0.0646591;0.09655;0.0823593
745;8;0.00778198;-0.00179291;0.0397491;0.0672531;0.157776;0.059433;0.0823212;0.0627899;0.0963211;0.0815582
745;9;0.00354767;-0.00389099;-0.0435638;0.0689316;0.0732803;0.0533295;0.0782776;0.0621796;0.09552;0.083313
746;0;0.00358582;0.00354767;0.0875473;0.0712967;0.0259399;0.0418472;0.0718689;0.0642014;0.0966644;0.0818253
746;1;0.00705719;0.00362396;0.134735;0.0684357;0.0222397;0.0695801;0.0754166;0.0673676;0.093689;0.0833893
746;2;-0.000190735;0.00587463;0.190125;0.0644302;0.0154495;0.0841141;0.0743866;0.0708389;0.0971985;0.0841141
746;3;-0.000762939;0.00617981;0.117569;0.0584412;-0.00957489;0.0922012;0.0778198;0.0714111;0.0976944;0.0895309
746;4;-0.00476837;0.000915527;0.117989;0.0575256;-0.0267029;0.109596;0.0830078;0.0707626;0.103149;0.0905228
746;5;-0.00572205;3.81E-05;0.154228;0.0642776;-0.0211334;0.10685;0.0826263;0.069046;0.100899;0.0869751
746;6;-0.00411987;-0.00240326;0.128899;0.0723267;-0.0226212;0.0967789;0.0826263;0.0701141;0.102692;0.0872421
746;7;-0.00038147;-0.00656128;0.0392532;0.0720978;-0.0175858;0.076828;0.0743484;0.0709152;0.101166;0.0875473
746;8;0.00118256;-0.00617981;0.0558853;0.0723267;-0.0105286;0.0674438;0.0724411;0.0706863;0.0969315;0.0844193
746;9;0.00762939;-0.00789642;0.0624847;0.0712204;-0.000343323;0.0683594;0.0692368;0.0721359;0.0968933;0.0866699
747;0;0.00213623;-0.00564575;0.0271988;0.0700378;0.0115967;0.0818634;0.0679016;0.0750732;0.093689;0.085144
747;1;0.00419617;-0.00629425;0.0506592;0.0775146;0.0315094;0.0873566;0.0634766;0.0756454;0.101891;0.0871658
747;2;0.00102997;0.00270844;0.053978;0.069046;0.0546646;0.0814438;0.0555038;0.0732422;0.101509;0.0865936
747;3;0.0056839;0.0125885;0.0446701;0.0611115;0.0809097;0.0711823;0.0442505;0.0729752;0.099678;0.0875092
747;4;0.00518799;0.0131226;0.0533295;0.0550079;0.109291;0.0695419;0.0481033;0.0723648;0.100937;0.0844193
747;5;0.00259399;0.000228882;0.050354;0.0590134;0.0996017;0.0660324;0.059433;0.0705338;0.0976562;0.0881958
747;6;0.00465393;0.0037384;0.0616455;0.076828;0.0884628;0.0590897;0.0674057;0.071106;0.100479;0.0891876
747;7;0.00576019;0.00930786;0.0528717;0.0723648;0.0819778;0.0615692;0.0789261;0.0717163;0.0971222;0.0872421
747;8;-0.00125885;0.00350952;0.0580215;0.0644302;0.0788498;0.0711441;0.0832367;0.0741959;0.10025;0.0862122
747;9;-0.00156403;-0.000724792;0.0307465;0.0650024;0.0878143;0.0750732;0.0864792;0.0782013;0.101967;0.0861359
748;0;-0.00255585;-0.000114441;0.00293732;0.0753021;0.11879;0.0695419;0.0866699;0.0776672;0.0984955;0.0821686
748;1;-0.00850677;-0.00469208;0.0318527;0.0816345;0.130005;0.0714111;0.084877;0.0710678;0.102158;0.0789642
748;2;-0.00217438;0.000495911;0.033226;0.0814819;0.117149;0.0727081;0.0801468;0.0679016;0.100746;0.0796509
748;3;0.00587463;-0.00213623;0.0369644;0.0666809;0.13485;0.0870514;0.0794983;0.0720978;0.0984955;0.082283
748;4;0.00423431;-0.00541687;0.0483322;0.0610733;0.0798035;0.113678;0.0802994;0.0703049;0.101318;0.0846481
748;5;0.0062561;-0.00370026;0.0692749;0.0673676;0.0351715;0.12516;0.0758743;0.0706482;0.0954437;0.0854492
748;6;0.00789642;-0.00377655;0.0741959;0.0738144;0.0522232;0.0727844;0.0787735;0.0689316;0.0972748;0.0806046
748;7;0.00652313;0.000190735;0.0587845;0.069313;0.0819397;-0.107193;0.0761414;0.0702286;0.0995636;0.08358
748;8;0.00087738;0.00278473;0.0421524;0.0643158;0.0944138;-0.104408;0.0764847;0.0682449;0.101395;0.080452
748;9;0.000343323;-0.00526428;0.0585175;0.0603485;0.106812;0.059433;0.0840759;0.0685501;0.0969315;0.0796127
749;0;-0.00278473;-0.0104523;0.0111008;0.0704193;0.10498;0.0876617;0.0902557;0.0671768;0.100861;0.0789642
749;1;-0.00289917;-0.00865936;0.0268173;0.0732803;0.0743103;0.0829315;0.0821686;0.0714874;0.0963593;0.0837708
749;2;-0.00984192;3.81E-05;0.0603485;0.0714874;0.0490952;0.0537109;0.0744629;0.07061;0.0952911;0.0839233
749;3;-0.0139236;0.00282288;0.0560379;0.0707245;0.0256729;0.0654602;0.0712585;0.0701904;0.0936508;0.0831985
749;4;-0.0133896;0.00564575;0.0157166;0.0736237;0.0291824;0.121269;0.0739288;0.0673294;0.089035;0.0804901
749;5;-0.00453949;0.00553131;0.00801086;0.0672913;0.0518417;0.169144;0.0737762;0.0675201;0.0885773;0.0817871
749;6;0.000457764;-0.00370026;0.046463;0.075264;0.0595856;0.153236;0.0744247;0.0661469;0.0867081;0.0866318
749;7;-0.00148773;0.00385284;0.032959;0.07164;0.12455;0.106964;0.0670242;0.0730133;0.0963974;0.092392
749;8;0.00118256;-0.00038147;0.0296783;0.0651169;0.146065;0.0732803;0.064888;0.078392;0.0984955;0.0941849
749;9;-0.0019455;-0.00671387;0.0535202;0.0741196;0.0909042;0.0384521;0.0642014;0.0788498;0.104866;0.0949097
750;0;-0.00789642;-0.0075531;0.0703812;0.0794983;0.0471115;0.102501;0.0698853;0.0814056;0.108757;0.102234
750;1;0.000190735;0.00965118;0.078125;0.0738144;0.0355148;0.00904083;0.0970459;0.0732422;0.107422;0.103493
750;2;-0.00156403;0.012207;0.0826645;0.0628662;0.0544739;-0.105324;0.0914764;0.0761414;0.106506;0.0983429
750;3;0.00282288;0.0137711;0.0896835;0.0600052;0.0374603;-0.0247574;0.0629044;0.0696182;0.107269;0.100555
750;4;0.00907898;0.00354767;0.0943756;0.0610352;0.0240326;0.0587845;0.0705338;0.0663757;0.106087;0.0982285
750;5;-0.000190735;-0.00549316;0.0925446;0.0656891;0.0150681;0.0704956;0.0605011;0.070076;0.103874;0.0478745
750;6;-0.000228882;-0.00934601;0.0933838;0.0699234;0.031662;0.0761414;0.0509644;0.0750732;0.0918579;0.0596619
750;7;0.00492096;-0.000801086;0.0904846;0.0598907;0.0678253;0.113297;0.0589752;0.0703049;0.0925827;0.0784302
750;8;0.00358582;0.000190735;0.0815201;0.0583267;0.079689;0.139503;0.0560379;0.0688171;0.0915527;0.0682831
750;9;0.00328064;-0.0037384;0.0778961;0.0666428;0.0454712;0.133514;0.0780106;0.0690079;0.0931549;0.0543213
751;0;0.0037384;-0.00644684;0.0709534;0.0656128;0.0396347;0.110016;0.10479;0.0642776;0.10334;0.051651
751;1;0.00587463;0.00766754;0.0572205;0.065155;0.0452805;0.141335;0.0964737;0.0675201;0.105095;0.0634384
751;2;0.00671387;0.00740051;0.0476456;0.0694275;0.0692368;0.132866;0.0753021;0.0714874;0.0993729;0.0878143
751;3;0.00377655;-0.00259399;0.044632;0.0680161;0.0586319;0.127525;0.0747681;0.0674057;0.0959778;0.112114
751;4;0.000839233;-0.000534058;0.0492477;0.0691223;0.0644684;0.0965118;0.0770569;0.0663376;0.0984573;0.108643
751;5;-0.00171661;0.00202179;0.050354;0.0725174;0.0865555;0.0501251;0.0683212;0.0675201;0.0942612;0.100288
751;6;0.000762939;0.0123978;0.0561142;0.073967;0.0721741;0.0492859;0.0597382;0.0623703;0.0919724;0.0769806
751;7;-0.00190735;0.00400543;0.0563431;0.0691986;0.0635147;0.115128;0.0488663;0.0598526;0.0891113;0.0543213
751;8;-0.00198364;-0.00118256;0.0501633;0.0698853;0.0772095;0.129166;0.04776;0.0625992;0.0914383;0.0565338
751;9;-0.000305176;-0.0025177;0.050354;0.0705338;0.103989;0.0656891;0.0522995;0.0650406;0.0952148;0.0720978
752;0;0.000190735;-0.00495911;0.0521469;0.0760269;0.1017;0.0619888;0.0626755;0.072403;0.102539;0.0872803
752;1;0.00274658;-0.00392914;0.0460052;0.0777435;0.0815964;0.0772095;0.07061;0.0751495;0.100632;0.108566
752;2;-0.000228882;0.00476837;0.0414658;0.0731659;0.0756454;0.0510406;0.0756073;0.0730896;0.102844;0.109482
752;3;0.00499725;0.00606537;0.0432587;0.0681305;0.0827789;0.0196075;0.0857544;0.0749588;0.103035;0.104103
752;4;0.00469208;-0.000267029;0.0439835;0.063858;0.0776291;0.001297;0.0914383;0.0744247;0.103645;0.103264
752;5;-0.00240326;-0.00160217;0.047493;0.0608444;0.0665283;-0.0228119;0.0858307;0.0753403;0.0947571;0.103836
752;6;-0.00164032;-7.63E-05;0.0607681;0.0736237;0.0570679;-0.0214767;0.0851059;0.075798;0.09758;0.100021
752;7;0.00179291;-0.00110626;0.0595474;0.0816345;0.0387955;0.0394821;0.087204;0.0726318;0.0974655;0.0999069
752;8;-0.0062561;-0.00854492;0.0667953;0.0768661;0.030098;0.0777435;0.085907;0.0717163;0.102119;0.0915527
752;9;-0.0088501;-0.0114822;0.0766373;0.071106;0.0218582;0.103416;0.0875092;0.067482;0.0967407;0.0806427
753;0;-0.000801086;0.00202179;0.103455;0.0724792;0.0188446;0.115738;0.0833511;0.0730896;0.0930786;0.0709915
753;1;-0.000419617;0.00492096;0.143471;0.0811768;0.00995636;0.0952911;0.0796127;0.0780487;0.0940704;0.068512
753;2;0.00389099;-0.00267029;0.141487;0.0598145;0.0501251;-0.0233078;0.075264;0.0786972;0.0970078;0.0698853
753;3;-0.00305176;-0.00286102;0.0243378;0.0585938;0.0639343;-0.0142288;0.0755692;0.0728989;0.0977707;0.0791931
753;4;0.00106812;-0.00743866;0.00434875;0.0584412;0.0684738;0.030365;0.0730896;0.0743103;0.0976181;0.0870132
753;5;0.00247955;-0.00423431;-0.150909;0.0603867;0.138359;0.0329971;0.0653839;0.0772095;0.103683;0.0892258
753;6;0.000457764;-0.00328064;-0.149117;0.0688171;0.267029;0.0557709;0.0722885;0.0770187;0.104179;0.0896072
753;7;0.00209808;0.00659943;-0.0425339;0.0822449;0.308533;0.079422;0.0788498;0.0780106;0.105057;0.0901031
753;8;0.00938416;0.0112915;0.00953674;0.0805283;0.203438;0.0909424;0.0766373;0.0759125;0.100594;0.080452
753;9;0.0104904;0.00488281;0.066452;0.0653458;0.119057;0.0930405;0.0746536;0.0708008;0.106544;0.0811386
754;0;0.00541687;0.00160217;0.0996017;0.0572586;0.0545883;0.0969315;0.0738907;0.0661469;0.104637;0.0746536
754;1;-0.00343323;-0.00183105;0.116959;0.051918;-0.0037384;0.0939178;0.0727463;0.0666428;0.103149;0.0813675
754;2;-0.0133514;-0.00225067;0.123787;0.0491714;-0.0440598;0.0961685;0.0722504;0.0669861;0.102959;0.0843048
754;3;-0.0087738;-0.00720978;0.131683;0.0582123;-0.02388;0.0960159;0.0739288;0.0668716;0.0960541;0.0799942
754;4;-0.0113297;-0.0025177;0.146332;0.0671005;-0.0461578;0.0920105;0.0750351;0.069809;0.0971222;0.0790405
754;5;-0.0129318;0.00595093;0.119591;0.0746536;-0.0461578;0.093689;0.0711823;0.0732422;0.0919724;0.0737381
754;6;-0.00713348;0.00507355;0.109291;0.0744247;0.0440216;0.0924683;0.0738907;0.072403;0.0902939;0.0750732
754;7;-0.00358582;0.00728607;0.114059;0.079689;0.0839233;0.0882721;0.0723648;0.0674438;0.092392;0.0798035
754;8;0.00289917;-0.00305176;0.0902176;0.0774002;0.0691223;0.0855637;0.0740814;0.063858;0.0959778;0.087471
754;9;0.000305176;-0.0056076;0.0991058;0.0705719;0.075531;0.0827408;0.0745392;0.0651932;0.0996017;0.0981903
755;0;0.000648499;-0.0018692;0.0831985;0.067482;0.064888;0.0849152;0.0733185;0.0645828;0.0992966;0.0833511
755;1;0.00423431;-0.0030899;-0.018959;0.063324;0.0383759;0.0845718;0.0730896;0.0659943;0.0965118;0.0767517
755;2;-0.00415802;0.00267029;0.017395;0.0740051;0.0518799;0.0771332;0.0717545;0.0697708;0.0980759;0.0793839
755;3;0.00389099;0.00141144;-0.0354767;0.0784683;0.0833893;0.07267;0.071907;0.0667191;0.095787;0.0816345
755;4;0.0043869;0.00293732;-0.0511169;0.0722504;0.0720215;0.0751877;0.0682068;0.0675201;0.0950623;0.079689
755;5;0.00240326;0.00801086;0.0149155;0.0785828;0.0679779;0.071373;0.0669098;0.0739288;0.10376;0.08564
755;6;-0.00370026;-0.00221252;0.0670242;0.073967;0.053978;0.0666046;0.0651169;0.0735092;0.0949478;0.0905609
755;7;0.00106812;-0.000495911;0.0698853;0.0623703;0.0541306;0.0649643;0.0609207;0.0722122;0.0910187;0.0914383
755;8;-0.00087738;0.000343323;0.0857544;0.0595093;0.0185776;0.0613785;0.0756454;0.0712585;0.0919342;0.0907898
755;9;-0.00404358;-0.00263214;0.0849915;0.0650024;0.0280762;0.0547028;0.0878143;0.0720596;0.0947952;0.0764847
756;0;0.00141144;0.000267029;0.0788879;0.0700378;0.050087;0.0553513;0.0841904;0.0727081;0.100327;0.0720596
756;1;0.00843048;0.00385284;0.0773621;0.0724411;0.0561523;0.058403;0.082016;0.0679016;0.102539;0.0846481
756;2;0.00953674;0.00522614;0.071106;0.0709534;0.0799942;0.0639343;0.0772095;0.0707245;0.0990677;0.0873566
756;3;0.0107193;0.000114441;0.0793076;0.0719452;0.092926;0.0638199;0.0800323;0.0706482;0.100632;0.0918961
756;4;0.0134277;0.00579834;0.0700378;0.0711441;0.0823593;0.0643539;0.0799561;0.0697708;0.103111;0.0912476
756;5;0.0128555;0.0122833;0.0682449;0.0743103;0.0753784;0.0677109;0.0778198;0.0732803;0.102768;0.0784683
756;6;0.00865936;0.00465393;0.0790405;0.0820923;0.0661087;0.0680542;0.068512;0.0737381;0.0954819;0.0816727
756;7;0.00331879;-0.00671387;0.0677872;0.0797272;0.0737;0.0650406;0.0675964;0.069809;0.0972748;0.0855255
756;8;0.000305176;-0.00202179;0.0550079;0.0774765;0.0967026;0.0665665;0.071907;0.0725555;0.0989532;0.094223
756;9;0.0025177;-0.000534058;0.0537109;0.0706482;0.157051;0.0660324;0.0760269;0.0736237;0.0997925;0.107613
757;0;0.00366211;0.013504;0.0444031;0.0590897;0.158615;0.0680923;0.0797653;0.0687027;0.106277;0.111465
757;1;-0.00114441;-0.0105667;0.0406265;0.0547791;0.125351;0.0670624;0.0779343;0.0713348;0.104218;0.0968933
757;2;-0.00831604;-0.03582;0.0369644;0.0554657;0.0891495;0.0582123;0.0667572;0.0711823;0.0979614;0.0588226
757;3;-0.0156021;-0.0190353;0.0352478;0.0555801;0.059166;0.0508499;0.069046;0.0700378;0.0984955;0.0487518
757;4;-0.010643;-0.0271988;0.0428772;0.0545502;0.0740433;0.0503922;0.0713348;0.0650024;0.0953674;0.0600052
757;5;-0.00804901;-0.0112152;0.0395584;0.0679779;0.0684357;0.0588989;0.0653839;0.0684357;0.0973129;0.0696182
757;6;-0.00816345;0.000495911;0.0402451;0.074234;0.0551987;0.0649643;0.0656128;0.0681686;0.0980759;0.0795364
757;7;-0.0140762;-0.00637054;0.0452805;0.0717163;0.0472641;0.0790405;0.0566483;0.0695419;0.0973129;0.0830078
757;8;-0.0107956;0.00720978;0.0483322;0.077858;0.0462341;0.0959015;0.0621414;0.075264;0.0954437;0.0912094
757;9;-0.00572205;0.0202942;0.0508881;0.0800323;0.0527191;0.103722;0.0756454;0.0779724;0.0988388;0.10437
758;0;0.00087738;0.0219727;0.0499725;0.075798;0.0582886;0.0997162;0.0852585;0.0774384;0.104485;0.105553
758;1;-0.00144958;0.0150681;0.0483322;0.070076;0.0531387;0.1054;0.0790787;0.0773239;0.0999832;0.100822
758;2;-0.00144958;0.00648499;0.0438309;0.0699997;0.0587463;0.122108;0.0836563;0.0772095;0.0976181;0.0904465
758;3;-0.00320435;0.00659943;0.0419617;0.069313;0.0581741;0.134773;0.0853729;0.0738144;0.102997;0.0871277
758;4;0.00362396;0.0112915;0.04776;0.071907;0.0588989;0.116768;0.0840378;0.0779724;0.0985718;0.0853729
758;5;0.00293732;0.00747681;0.047226;0.071373;0.0574112;0.00961304;0.0805664;0.0723267;0.0968933;0.0809479
758;6;0.00640869;-0.00991821;0.051384;0.0709534;0.0572205;-0.101242;0.0777817;0.069046;0.096817;0.0827026
758;7;0.00240326;-0.0105667;0.0590515;0.0691223;0.0602722;-0.0413513;0.0732803;0.0675964;0.0972366;0.0824356
758;8;0.00526428;-0.00087738;0.059967;0.064888;0.0632095;0.01297;0.0717545;0.0654984;0.0990677;0.0811005
758;9;0.00843048;0.00774384;0.0635147;0.0645447;0.0614548;0.0293732;0.0739288;0.0679016;0.102539;0.0867844
759;0;0.00968933;0.0121307;0.067215;0.0696945;0.0644302;0.0485992;0.0667953;0.069046;0.101128;0.0851059
759;1;0.00453949;0.0162506;0.0646973;0.0699997;0.0694275;0.070343;0.0696564;0.0722885;0.101547;0.087471
759;2;-0.00152588;0.021286;0.0595093;0.0621796;0.0715637;0.0839233;0.0641632;0.0726318;0.100174;0.0837708
759;3;-0.000610352;0.028038;0.0609207;0.0614166;0.0619888;0.100288;0.070076;0.0715637;0.0984573;0.0907135
759;4;-0.00205994;0.0245285;0.0621033;0.0603867;0.0635529;0.104408;0.0798416;0.0700378;0.0972366;0.086937
759;5;-0.00202179;0.00751495;0.0661087;0.0579071;0.0608444;0.104141;0.0793457;0.069809;0.0947952;0.0844955
759;6;0.00465393;-0.00743866;0.0618362;0.0654221;0.0466537;0.108147;0.0848007;0.0664139;0.0944901;0.0716019
759;7;0.00305176;-0.0226974;0.0580597;0.067215;0.0646973;0.111198;0.0767899;0.0652695;0.0907135;0.0411987
759;8;0.00278473;-0.0310516;0.0621414;0.0732422;0.069313;0.0970078;0.0656128;0.0702667;0.101547;0.0398254
759;9;0.00205994;-0.0486374;0.0640869;0.0664902;0.0801468;0.0945282;0.0678253;0.0749588;0.119934;0.097084
760;0;0.00347137;-0.0452805;0.0656128;0.0605774;0.0719452;0.0902939;0.0650024;0.077858;0.107346;0.106812
760;1;0.00492096;-0.0582504;0.0682449;0.0668716;0.0661087;0.0828552;0.062561;0.0731277;0.0967026;0.118675
760;2;0.00335693;-0.0316238;0.0575638;0.0690842;0.073204;0.071106;0.05867;0.0791931;0.0887299;0.0968552
760;3;0;-0.0038147;0.0630951;0.0764847;0.0847244;0.0701523;0.0698471;0.0746918;0.0908279;0.0714111
760;4;-0.00225067;0.00621796;0.0590897;0.0723267;0.07267;0.0735092;0.0873947;0.0629425;0.0933838;0.0606155
760;5;-0.00549316;0.0120926;0.0543976;0.0723267;0.0825882;0.0745392;0.0993729;0.0624084;0.0891113;0.0627899
760;6;-0.00526428;0.00736237;0.0569916;0.0722504;0.0862885;0.0719452;0.0760269;0.0652695;0.0889206;0.0766373
760;7;-0.0025177;0.0107956;0.0574875;0.0695038;0.0789642;0.0657272;0.0797653;0.0644684;0.0955963;0.0853348
760;8;0.00106812;0.0130081;0.0523758;0.0696564;0.0671387;0.059433;0.0814819;0.068512;0.109482;0.111389
760;9;0.00228882;0.0151062;0.0508118;0.0698853;0.0566483;0.0567627;0.0875092;0.0892258;0.079689;0.120239
761;0;-0.00370026;0.0142288;0.0576782;0.0710297;0.0556183;0.0621033;0.110168;0.0832367;0.091095;0.0910568
761;1;0.00209808;0.0153732;0.0543594;0.0695801;0.056076;0.0676346;0.105133;0.0679779;0.103874;0.029335
761;2;-0.0031662;0.0155258;0.0526428;0.0703812;0.0592804;0.0696564;0.098381;0.0678253;0.102921;0.0133514
761;3;-0.0037384;0.0133514;0.0468445;0.0681305;0.0615311;0.0693893;0.04673;0.0644302;0.0993729;0.0749588
761;4;-0.00152588;0.00762939;0.0529099;0.0712585;0.0600433;0.0701904;-0.0511551;0.0642395;0.0944519;0.0975037
761;5;-0.000190735;0.0107574;0.0508499;0.0745392;0.067482;0.0679398;0.00144958;0.0681686;0.0992203;0.115623
761;6;0.00553131;0.00968933;0.0513458;0.0745392;0.0618362;0.0630569;0.0486755;0.0684357;0.102806;0.10807
761;7;0.00442505;0.00827789;0.0561905;0.071907;0.0586319;0.0607681;0.0723648;0.0676727;0.0984192;0.0992584
761;8;0.00846863;0.00671387;0.0571823;0.0738525;0.0674057;0.0658798;0.0875854;0.0673676;0.0986862;0.100327
761;9;0.00732422;0.00549316;0.0605392;0.0725937;0.0685501;0.0658798;0.102234;0.0696945;0.101509;0.0959396
762;0;0.00370026;0.00255585;0.0619125;0.0621414;0.0714493;0.0656509;0.107422;0.0728226;0.0981903;0.099411
762;1;0.00404358;-0.00202179;0.063858;0.0641632;0.0710678;0.0680161;0.106621;0.0718689;0.101547;0.0989151
762;2;-0.00339508;0.00278473;0.0603867;0.0709152;0.0608063;0.0603867;0.0859451;0.0764847;0.105019;0.0709915
762;3;-0.00675201;0.014801;0.0523758;0.0766373;0.0494003;0.0615311;0.093689;0.0675964;0.103188;0.0850296
762;4;-0.00347137;0.0286102;0.0403595;0.0686646;0.0346756;0.0653076;0.113564;0.071907;0.114746;0.0905609
762;5;-0.00431061;0.0331879;0.0412369;0.0690079;0.0457001;0.0684357;0.119705;0.0727844;0.121613;0.109253
762;6;-0.00270844;0.0107193;0.0577927;0.0683594;0.0692368;0.07267;0.135841;0.0767517;0.0853729;0.115471
