DM: Ch1 (Dev1) [Volts],BB: Ch2 (Dev1) [Volts],ACC: Ch3 (Dev1) [Volts],ACC: Ch4 (Dev1) [g],ACC: Ch5 (Dev1) [g],ACC: Ch6 (Dev1) [g]
2.186610e-005,6.000454e-006,3.837932e-005,1.237046e+000,1.838322e+000,1.996493e+000
1.360949e-005,-4.036995e-006,3.967447e-005,1.238503e+000,1.836379e+000,1.999246e+000
4.867194e-006,-1.310308e-005,3.935069e-005,1.238503e+000,1.835246e+000,2.001026e+000
-2.094263e-006,-8.570036e-006,3.886500e-005,1.235589e+000,1.833789e+000,2.001512e+000
-8.408141e-006,-1.446685e-006,3.902689e-005,1.235589e+000,1.834275e+000,2.003778e+000
-2.314052e-005,3.086356e-006,3.821742e-005,1.235103e+000,1.834113e+000,2.008150e+000
-9.055719e-006,-4.753193e-007,3.870311e-005,1.232189e+000,1.834275e+000,2.010902e+000
-2.094263e-006,-3.227523e-006,3.821742e-005,1.229599e+000,1.832170e+000,2.012845e+000
1.247623e-005,-3.875100e-006,3.821742e-005,1.227818e+000,1.831846e+000,2.014949e+000
8.752658e-006,-4.846466e-006,3.789363e-005,1.225227e+000,1.834113e+000,2.015921e+000
8.590763e-006,-7.112987e-006,3.821742e-005,1.224256e+000,1.835246e+000,2.017378e+000
1.927579e-005,-2.579945e-006,3.789363e-005,1.224742e+000,1.834437e+000,2.018187e+000
3.433196e-005,-2.094263e-006,3.789363e-005,1.224580e+000,1.833142e+000,2.022073e+000
3.627469e-005,-4.198888e-006,3.805553e-005,1.224580e+000,1.834275e+000,2.024177e+000
-4.753193e-007,-5.332149e-006,3.805553e-005,1.224256e+000,1.836379e+000,2.024177e+000
-2.702599e-005,1.791201e-006,3.854121e-005,1.225551e+000,1.837351e+000,2.025634e+000
-1.213171e-005,1.143624e-006,3.935069e-005,1.225389e+000,1.837837e+000,2.025472e+000
-1.310308e-005,3.410144e-006,3.870311e-005,1.226199e+000,1.837837e+000,2.026606e+000
-2.579945e-006,3.341523e-007,3.935069e-005,1.227494e+000,1.837837e+000,2.029844e+000
7.295609e-006,7.619397e-006,3.918879e-005,1.229437e+000,1.838646e+000,2.034215e+000
3.086356e-006,8.105080e-006,3.918879e-005,1.232513e+000,1.839455e+000,2.036967e+000
-4.198888e-006,-2.094263e-006,3.918879e-005,1.233484e+000,1.837998e+000,2.036319e+000
-4.684572e-006,-8.731930e-006,3.886500e-005,1.235912e+000,1.837027e+000,2.034700e+000
-2.579945e-006,-4.198888e-006,3.854121e-005,1.237855e+000,1.836703e+000,2.035348e+000
-2.903734e-006,-7.991079e-007,3.870311e-005,1.238503e+000,1.839617e+000,2.036643e+000
-1.423634e-005,9.817296e-007,3.821742e-005,1.238179e+000,1.841398e+000,2.039881e+000
-7.922458e-006,4.960467e-007,3.854121e-005,1.239636e+000,1.843665e+000,2.040205e+000
-9.703296e-006,1.629307e-006,3.837932e-005,1.241741e+000,1.845607e+000,2.039719e+000
-2.741840e-006,-3.134250e-007,3.821742e-005,1.243360e+000,1.843989e+000,2.040690e+000
-2.055021e-005,-6.141620e-006,3.773174e-005,1.246112e+000,1.844474e+000,2.041824e+000
-3.107334e-005,-3.227523e-006,3.789363e-005,1.248540e+000,1.846903e+000,2.042148e+000
-2.055021e-005,1.722580e-007,3.821742e-005,1.249026e+000,1.847712e+000,2.044252e+000
9.817296e-007,3.086356e-006,3.756985e-005,1.253235e+000,1.849169e+000,2.043281e+000
1.490464e-005,-7.991079e-007,3.821742e-005,1.255178e+000,1.851598e+000,2.042795e+000
-9.055719e-006,-5.170255e-006,3.837932e-005,1.256473e+000,1.854188e+000,2.045223e+000
-3.026387e-005,9.817296e-007,3.870311e-005,1.257768e+000,1.854188e+000,2.046681e+000
-1.051277e-005,4.960467e-007,3.870311e-005,1.260197e+000,1.853864e+000,2.046519e+000
1.263812e-005,1.722580e-007,3.870311e-005,1.263920e+000,1.856131e+000,2.046357e+000
3.255112e-005,-2.094263e-006,3.870311e-005,1.267320e+000,1.855159e+000,2.045547e+000
5.845422e-005,2.762567e-006,3.951258e-005,1.269101e+000,1.855483e+000,2.046519e+000
5.796853e-005,-4.036995e-006,3.886500e-005,1.270720e+000,1.857911e+000,2.048138e+000
5.676665e-006,-9.055719e-006,3.902689e-005,1.271529e+000,1.859368e+000,2.050404e+000
-1.666475e-005,-1.310308e-005,3.935069e-005,1.274605e+000,1.861149e+000,2.053966e+000
-2.670220e-005,-9.865191e-006,3.886500e-005,1.275577e+000,1.861311e+000,2.054937e+000
-1.342686e-005,-7.436775e-006,3.854121e-005,1.275577e+000,1.865359e+000,2.055747e+000
-2.330242e-005,6.579410e-007,3.821742e-005,1.276224e+000,1.869082e+000,2.054775e+000
-2.896872e-005,1.629307e-006,3.854121e-005,1.277519e+000,1.870863e+000,2.053318e+000
-2.362621e-005,8.198353e-007,3.821742e-005,1.277681e+000,1.873777e+000,2.052023e+000
9.724024e-006,4.960467e-007,3.805553e-005,1.279300e+000,1.874101e+000,2.050890e+000
1.215244e-005,-1.284791e-006,3.789363e-005,1.280595e+000,1.874263e+000,2.048785e+000
6.324242e-006,4.960467e-007,3.805553e-005,1.281729e+000,1.873615e+000,2.047976e+000
4.534077e-005,3.895827e-006,3.773174e-005,1.280595e+000,1.874587e+000,2.043928e+000
6.379673e-005,1.305518e-006,3.789363e-005,1.280919e+000,1.873777e+000,2.042957e+000
1.506654e-005,1.305518e-006,3.789363e-005,1.284319e+000,1.874748e+000,2.043928e+000
-1.423634e-005,-6.789198e-006,3.805553e-005,1.286747e+000,1.876206e+000,2.044738e+000
-2.589273e-005,1.036367e-008,3.821742e-005,1.288528e+000,1.876853e+000,2.046357e+000
-8.570036e-006,2.438779e-006,3.886500e-005,1.290147e+000,1.877986e+000,2.045385e+000
-2.929251e-005,3.572039e-006,3.918879e-005,1.290633e+000,1.879443e+000,2.044414e+000
-1.342686e-005,-7.991079e-007,3.902689e-005,1.291604e+000,1.879120e+000,2.044738e+000
4.960467e-007,8.105080e-006,3.870311e-005,1.290309e+000,1.881224e+000,2.043766e+000
6.162348e-006,5.838559e-006,3.870311e-005,1.289500e+000,1.882196e+000,2.043119e+000
-8.246247e-006,-3.551311e-006,3.886500e-005,1.290471e+000,1.882843e+000,2.044252e+000
-1.893127e-005,-1.164603e-005,3.935069e-005,1.292090e+000,1.881872e+000,2.042957e+000
-1.844559e-005,-9.379508e-006,3.902689e-005,1.293223e+000,1.881224e+000,2.042633e+000
-2.411189e-005,1.467413e-006,3.870311e-005,1.292414e+000,1.881224e+000,2.040690e+000
-4.742467e-005,5.029088e-006,3.870311e-005,1.292414e+000,1.881872e+000,2.038586e+000
-2.330242e-005,3.086356e-006,3.886500e-005,1.291928e+000,1.881710e+000,2.039395e+000
-1.051277e-005,6.162348e-006,3.854121e-005,1.292252e+000,1.879767e+000,2.038424e+000
2.558967e-005,1.305518e-006,3.805553e-005,1.290309e+000,1.879443e+000,2.037129e+000
5.974937e-005,-5.979726e-006,3.805553e-005,1.290633e+000,1.879282e+000,2.037776e+000
4.679782e-005,-1.650286e-005,3.805553e-005,1.291604e+000,1.878958e+000,2.037291e+000
4.307425e-005,-1.294118e-005,3.789363e-005,1.290471e+000,1.880091e+000,2.035186e+000
1.215244e-005,-1.608580e-006,3.805553e-005,1.291442e+000,1.879929e+000,2.032272e+000
-8.731930e-006,6.579410e-007,3.789363e-005,1.294356e+000,1.881224e+000,2.031948e+000
-1.585528e-005,-4.753193e-007,3.821742e-005,1.295166e+000,1.881872e+000,2.034377e+000
-2.573083e-005,2.762567e-006,3.821742e-005,1.295004e+000,1.882519e+000,2.034700e+000
-1.035087e-005,-7.991079e-007,3.886500e-005,1.293547e+000,1.881872e+000,2.035348e+000
-1.731233e-005,9.817296e-007,3.918879e-005,1.291928e+000,1.880091e+000,2.034053e+000
-4.846466e-006,-9.610023e-007,3.886500e-005,1.291928e+000,1.879443e+000,2.036157e+000
4.867194e-006,1.305518e-006,3.870311e-005,1.290633e+000,1.877663e+000,2.039557e+000
5.514771e-006,8.198353e-007,3.886500e-005,1.288852e+000,1.874263e+000,2.040367e+000
9.885918e-006,-5.332149e-006,3.902689e-005,1.287719e+000,1.872806e+000,2.043605e+000
1.791201e-006,-6.789198e-006,3.902689e-005,1.286585e+000,1.871834e+000,2.043443e+000
-1.893127e-005,-1.122897e-006,3.886500e-005,1.287071e+000,1.868920e+000,2.043281e+000
-2.670220e-005,6.324242e-006,3.886500e-005,1.284805e+000,1.866168e+000,2.042148e+000
-3.576828e-005,8.428869e-006,3.837932e-005,1.284157e+000,1.863901e+000,2.040690e+000
-2.556894e-005,4.705299e-006,3.870311e-005,1.283833e+000,1.863416e+000,2.039395e+000
-1.018898e-005,1.305518e-006,3.837932e-005,1.283024e+000,1.861797e+000,2.040690e+000
3.733933e-006,9.817296e-007,3.821742e-005,1.281567e+000,1.860340e+000,2.041986e+000
1.571411e-005,-5.170255e-006,3.789363e-005,1.279948e+000,1.858721e+000,2.043605e+000
2.073284e-005,-5.332149e-006,3.789363e-005,1.278976e+000,1.857102e+000,2.046033e+000
3.400817e-005,-2.903734e-006,3.821742e-005,1.278329e+000,1.854997e+000,2.047328e+000
3.595090e-005,-1.608580e-006,3.821742e-005,1.279624e+000,1.853055e+000,2.047976e+000
2.089473e-005,1.036367e-008,3.773174e-005,1.279948e+000,1.852569e+000,2.049757e+000
-2.094263e-006,-2.741840e-006,3.837932e-005,1.281405e+000,1.851759e+000,2.050404e+000
-1.779801e-005,1.305518e-006,3.821742e-005,1.283347e+000,1.850788e+000,2.051214e+000
-6.627303e-006,2.276884e-006,3.886500e-005,1.284319e+000,1.851112e+000,2.051376e+000
-3.551311e-006,1.305518e-006,3.870311e-005,1.284643e+000,1.852083e+000,2.053480e+000
9.076446e-006,-2.741840e-006,3.854121e-005,1.284643e+000,1.851921e+000,2.056232e+000
1.700927e-005,1.629307e-006,3.918879e-005,1.283995e+000,1.852083e+000,2.059308e+000
9.400234e-006,1.791201e-006,3.918879e-005,1.284643e+000,1.850950e+000,2.059794e+000
-1.051277e-005,-6.789198e-006,3.902689e-005,1.284643e+000,1.851598e+000,2.058985e+000
-1.326497e-005,-1.520770e-005,3.902689e-005,1.286424e+000,1.850464e+000,2.060927e+000
-3.875100e-006,-8.570036e-006,3.902689e-005,1.287233e+000,1.847874e+000,2.063194e+000
-1.229360e-005,1.953096e-006,3.870311e-005,1.289014e+000,1.846903e+000,2.064651e+000
-2.297863e-005,2.600673e-006,3.854121e-005,1.290471e+000,1.848683e+000,2.064003e+000
8.428869e-006,-1.770474e-006,3.870311e-005,1.291119e+000,1.848845e+000,2.064813e+000
2.704672e-005,-4.198888e-006,3.789363e-005,1.291442e+000,1.848522e+000,2.061251e+000
2.478020e-005,-6.303515e-006,3.805553e-005,1.292575e+000,1.846255e+000,2.062061e+000
8.428869e-006,-8.731930e-006,3.773174e-005,1.296461e+000,1.846417e+000,2.062546e+000
-1.229360e-005,-7.760564e-006,3.789363e-005,1.299699e+000,1.845284e+000,2.061413e+000
-1.122897e-006,-6.141620e-006,3.724606e-005,1.300670e+000,1.845122e+000,2.058985e+000
4.219616e-006,-4.753193e-007,3.740795e-005,1.304232e+000,1.844960e+000,2.059308e+000
-1.294118e-005,3.086356e-006,3.821742e-005,1.306337e+000,1.846903e+000,2.062546e+000
-3.042577e-005,3.895827e-006,3.837932e-005,1.308927e+000,1.846093e+000,2.061899e+000
-2.848304e-005,4.867194e-006,3.837932e-005,1.312327e+000,1.845769e+000,2.061251e+000
-9.541402e-006,4.960467e-007,3.854121e-005,1.313136e+000,1.844960e+000,2.060442e+000
-1.666475e-005,-3.134250e-007,3.918879e-005,1.313622e+000,1.846093e+000,2.061413e+000
-2.418051e-006,-1.515307e-007,3.886500e-005,1.316374e+000,1.847064e+000,2.063032e+000
1.458085e-005,3.410144e-006,3.902689e-005,1.320421e+000,1.847064e+000,2.063679e+000
-6.627303e-006,5.514771e-006,3.854121e-005,1.321717e+000,1.846255e+000,2.062222e+000
-3.123524e-005,-5.817832e-006,3.886500e-005,1.320745e+000,1.846903e+000,2.063679e+000
-8.084353e-006,-9.379508e-006,3.902689e-005,1.322688e+000,1.848036e+000,2.063841e+000
-2.094263e-006,-2.094263e-006,3.918879e-005,1.324307e+000,1.847874e+000,2.063032e+000
-1.132224e-005,7.619397e-006,3.870311e-005,1.326735e+000,1.848845e+000,2.064165e+000
-1.504581e-005,8.428869e-006,3.821742e-005,1.330945e+000,1.849817e+000,2.063518e+000
1.629307e-006,4.219616e-006,3.821742e-005,1.334182e+000,1.850788e+000,2.062870e+000
4.381511e-006,1.953096e-006,3.756985e-005,1.336449e+000,1.853217e+000,2.060442e+000
2.996081e-005,-4.753193e-007,3.789363e-005,1.337420e+000,1.854512e+000,2.059470e+000
3.368438e-005,-4.846466e-006,3.773174e-005,1.336773e+000,1.855483e+000,2.058175e+000
2.996081e-005,-2.903734e-006,3.821742e-005,1.337097e+000,1.855483e+000,2.057851e+000
4.080773e-005,-1.932368e-006,3.756985e-005,1.340173e+000,1.858235e+000,2.057042e+000
3.983637e-005,1.722580e-007,3.773174e-005,1.343087e+000,1.860340e+000,2.056718e+000
1.037160e-005,-1.932368e-006,3.789363e-005,1.343896e+000,1.862445e+000,2.056394e+000
-3.544449e-005,-1.770474e-006,3.789363e-005,1.343896e+000,1.861635e+000,2.056718e+000
-6.086190e-005,1.467413e-006,3.854121e-005,1.342439e+000,1.860826e+000,2.055909e+000
-4.240595e-005,1.036367e-008,3.918879e-005,1.341630e+000,1.860016e+000,2.055747e+000
-3.366365e-005,-2.094263e-006,3.870311e-005,1.341953e+000,1.860016e+000,2.058337e+000
-6.465409e-006,-3.875100e-006,3.886500e-005,1.342601e+000,1.860340e+000,2.056556e+000
1.166676e-005,1.036367e-008,3.918879e-005,1.342925e+000,1.858559e+000,2.053966e+000
2.170420e-005,2.276884e-006,3.854121e-005,1.342601e+000,1.856454e+000,2.050242e+000
1.150486e-005,-9.865191e-006,3.886500e-005,1.343410e+000,1.857264e+000,2.047976e+000
1.846632e-005,-1.520770e-005,3.918879e-005,1.344867e+000,1.857264e+000,2.047328e+000
7.295609e-006,-1.035087e-005,3.902689e-005,1.345353e+000,1.857264e+000,2.046357e+000
-1.213171e-005,1.629307e-006,3.854121e-005,1.345515e+000,1.857750e+000,2.044090e+000
-1.277929e-005,5.838559e-006,3.854121e-005,1.343734e+000,1.855807e+000,2.042148e+000
-7.922458e-006,5.190982e-006,3.854121e-005,1.341953e+000,1.855645e+000,2.041500e+000
-1.932368e-006,-1.122897e-006,3.805553e-005,1.342277e+000,1.855483e+000,2.041176e+000
1.587601e-005,-1.932368e-006,3.789363e-005,1.344544e+000,1.854026e+000,2.039233e+000
2.332315e-005,-9.217613e-006,3.740795e-005,1.343734e+000,1.853864e+000,2.038424e+000
2.817998e-005,-9.379508e-006,3.773174e-005,1.343572e+000,1.854674e+000,2.040043e+000
2.753240e-005,-2.741840e-006,3.789363e-005,1.342601e+000,1.853217e+000,2.038424e+000
2.073284e-005,4.543405e-006,3.773174e-005,1.340820e+000,1.853702e+000,2.038100e+000
6.000454e-006,2.924462e-006,3.789363e-005,1.342763e+000,1.852569e+000,2.037453e+000
-2.362621e-005,-6.372136e-007,3.821742e-005,1.344544e+000,1.853864e+000,2.037453e+000
-4.127269e-005,1.791201e-006,3.886500e-005,1.344867e+000,1.857750e+000,2.038748e+000
-2.767356e-005,1.305518e-006,3.886500e-005,1.345353e+000,1.860016e+000,2.041824e+000
-2.233105e-005,8.198353e-007,3.902689e-005,1.345029e+000,1.863254e+000,2.042795e+000
-7.274881e-006,4.960467e-007,3.918879e-005,1.344706e+000,1.864063e+000,2.044738e+000
4.960467e-007,4.543405e-006,3.870311e-005,1.344544e+000,1.863901e+000,2.044414e+000
-5.494043e-006,3.733933e-006,3.854121e-005,1.342925e+000,1.866492e+000,2.043119e+000
-1.180792e-005,-5.979726e-006,3.870311e-005,1.342439e+000,1.868920e+000,2.043443e+000
-2.094263e-006,-1.180792e-005,3.902689e-005,1.343248e+000,1.869406e+000,2.043119e+000
1.943768e-005,-1.067466e-005,3.870311e-005,1.344058e+000,1.868596e+000,2.041500e+000
2.251368e-005,-3.875100e-006,3.870311e-005,1.344544e+000,1.866816e+000,2.043443e+000
1.911389e-005,6.000454e-006,3.854121e-005,1.346648e+000,1.867463e+000,2.043928e+000
3.400817e-005,2.438779e-006,3.870311e-005,1.346810e+000,1.868273e+000,2.043443e+000
1.360949e-005,-1.932368e-006,3.870311e-005,1.346325e+000,1.869406e+000,2.042633e+000
-1.196982e-005,-3.227523e-006,3.773174e-005,1.346001e+000,1.871349e+000,2.043119e+000
-3.139714e-005,-6.627303e-006,3.805553e-005,1.346163e+000,1.870863e+000,2.043281e+000
-2.945440e-005,1.722580e-007,3.821742e-005,1.346001e+000,1.871349e+000,2.041500e+000
6.971820e-006,2.276884e-006,3.789363e-005,1.348753e+000,1.873453e+000,2.038424e+000
-1.284791e-006,6.486137e-006,3.756985e-005,1.349886e+000,1.873939e+000,2.037453e+000
-1.342686e-005,5.029088e-006,3.789363e-005,1.351991e+000,1.875882e+000,2.037291e+000
-2.670220e-005,6.579410e-007,3.789363e-005,1.352800e+000,1.878310e+000,2.038910e+000
-3.738722e-005,5.029088e-006,3.837932e-005,1.354743e+000,1.877986e+000,2.037938e+000
-1.763612e-005,7.133714e-006,3.854121e-005,1.356038e+000,1.876691e+000,2.039072e+000
-8.731930e-006,5.676665e-006,3.886500e-005,1.357171e+000,1.876206e+000,2.041338e+000
9.724024e-006,1.036367e-008,3.870311e-005,1.358305e+000,1.877339e+000,2.042310e+000
1.166676e-005,-6.372136e-007,3.870311e-005,1.360086e+000,1.880253e+000,2.043281e+000
1.069539e-005,-4.522677e-006,3.805553e-005,1.363000e+000,1.881710e+000,2.044738e+000
1.377138e-005,-1.310308e-005,3.918879e-005,1.362352e+000,1.881548e+000,2.045871e+000
1.182865e-005,-1.536960e-005,3.935069e-005,1.360247e+000,1.879929e+000,2.047490e+000
9.885918e-006,-9.379508e-006,3.886500e-005,1.359600e+000,1.881548e+000,2.048461e+000
-6.627303e-006,-4.522677e-006,3.870311e-005,1.359600e+000,1.881224e+000,2.050890e+000
-1.391255e-005,1.791201e-006,3.854121e-005,1.358952e+000,1.879929e+000,2.049271e+000
7.457503e-006,-6.372136e-007,3.854121e-005,1.358305e+000,1.880577e+000,2.050404e+000
-2.256157e-006,2.114990e-006,3.805553e-005,1.357171e+000,1.880415e+000,2.051376e+000
7.619397e-006,-7.991079e-007,3.821742e-005,1.357981e+000,1.881224e+000,2.050242e+000
3.895827e-006,-6.303515e-006,3.724606e-005,1.356038e+000,1.881872e+000,2.049595e+000
1.953096e-006,-3.227523e-006,3.773174e-005,1.353772e+000,1.880901e+000,2.049433e+000
1.182865e-005,1.629307e-006,3.756985e-005,1.352962e+000,1.879767e+000,2.050728e+000
5.190982e-006,5.029088e-006,3.805553e-005,1.353610e+000,1.877339e+000,2.050890e+000
-5.817832e-006,5.190982e-006,3.773174e-005,1.353448e+000,1.872968e+000,2.051214e+000
-1.715043e-005,9.817296e-007,3.789363e-005,1.355391e+000,1.870701e+000,2.051052e+000
-2.670220e-005,3.410144e-006,3.821742e-005,1.359114e+000,1.868758e+000,2.050080e+000
-1.326497e-005,6.162348e-006,3.837932e-005,1.361704e+000,1.868596e+000,2.049271e+000
8.198353e-007,5.190982e-006,3.886500e-005,1.362676e+000,1.868273e+000,2.047976e+000
2.138041e-005,4.543405e-006,3.870311e-005,1.362514e+000,1.866330e+000,2.047004e+000
4.057722e-006,4.219616e-006,3.902689e-005,1.363971e+000,1.867625e+000,2.048300e+000
-6.372136e-007,-1.770474e-006,3.870311e-005,1.364457e+000,1.867463e+000,2.049271e+000
7.943186e-006,-1.213171e-005,3.886500e-005,1.364781e+000,1.866654e+000,2.048947e+000
1.539032e-005,-1.601717e-005,3.886500e-005,1.366076e+000,1.866168e+000,2.047490e+000
1.328570e-005,-1.277929e-005,3.837932e-005,1.367209e+000,1.865520e+000,2.045871e+000
-6.627303e-006,-2.094263e-006,3.837932e-005,1.370285e+000,1.864549e+000,2.045709e+000
-1.326497e-005,-3.065628e-006,3.870311e-005,1.370123e+000,1.864225e+000,2.044414e+000
1.143624e-006,-4.684572e-006,3.837932e-005,1.372390e+000,1.863416e+000,2.045062e+000
2.762567e-006,-1.035087e-005,3.821742e-005,1.373847e+000,1.864873e+000,2.045709e+000
1.862821e-005,-1.294118e-005,3.773174e-005,1.375951e+000,1.863901e+000,2.047004e+000
1.603790e-005,-1.148413e-005,3.756985e-005,1.375627e+000,1.864711e+000,2.048300e+000
1.215244e-005,-5.817832e-006,3.805553e-005,1.377246e+000,1.864711e+000,2.046519e+000
2.008526e-005,3.248250e-006,3.773174e-005,1.378218e+000,1.863578e+000,2.045871e+000
1.182865e-005,8.428869e-006,3.821742e-005,1.378056e+000,1.864225e+000,2.046357e+000
-2.094263e-006,6.324242e-006,3.773174e-005,1.379027e+000,1.866816e+000,2.047004e+000
-2.573083e-005,6.000454e-006,3.805553e-005,1.378703e+000,1.867949e+000,2.047814e+000
-2.411189e-005,4.057722e-006,3.789363e-005,1.379027e+000,1.867139e+000,2.048623e+000
-1.180792e-005,-3.227523e-006,3.821742e-005,1.378541e+000,1.865844e+000,2.047652e+000
-2.427378e-005,1.036367e-008,3.854121e-005,1.381132e+000,1.865197e+000,2.046843e+000
-9.217613e-006,1.791201e-006,3.854121e-005,1.383237e+000,1.863092e+000,2.049109e+000
-8.731930e-006,5.676665e-006,3.870311e-005,1.385827e+000,1.861959e+000,2.049757e+000
-8.084353e-006,1.629307e-006,3.870311e-005,1.386636e+000,1.858559e+000,2.048461e+000
-1.326497e-005,-7.112987e-006,3.886500e-005,1.389065e+000,1.857588e+000,2.047652e+000
-1.504581e-005,-6.627303e-006,3.870311e-005,1.392788e+000,1.857588e+000,2.047814e+000
-5.655937e-006,-4.198888e-006,3.870311e-005,1.396997e+000,1.857588e+000,2.047976e+000
-1.795991e-005,5.029088e-006,3.789363e-005,1.399102e+000,1.857102e+000,2.048138e+000
-1.925506e-005,7.619397e-006,3.821742e-005,1.399102e+000,1.859045e+000,2.045547e+000
-1.446685e-006,3.410144e-006,3.870311e-005,1.399102e+000,1.861797e+000,2.045223e+000
3.341523e-007,1.143624e-006,3.821742e-005,1.400559e+000,1.862606e+000,2.043281e+000
1.441896e-005,-1.122897e-006,3.773174e-005,1.400397e+000,1.862606e+000,2.041338e+000
1.231433e-005,-5.008360e-006,3.773174e-005,1.403473e+000,1.860502e+000,2.042148e+000
1.490464e-005,-2.094263e-006,3.821742e-005,1.402826e+000,1.859207e+000,2.044900e+000
2.769429e-005,3.895827e-006,3.756985e-005,1.401207e+000,1.860502e+000,2.045871e+000
2.478020e-005,5.838559e-006,3.756985e-005,1.400721e+000,1.859854e+000,2.044414e+000
1.231433e-005,-7.991079e-007,3.789363e-005,1.400883e+000,1.858235e+000,2.043281e+000
-1.002708e-005,-2.741840e-006,3.837932e-005,1.403149e+000,1.859692e+000,2.044414e+000
-2.216916e-005,-4.753193e-007,3.837932e-005,1.404607e+000,1.861959e+000,2.047004e+000
-6.141620e-006,-1.932368e-006,3.837932e-005,1.405578e+000,1.865844e+000,2.051214e+000
-6.465409e-006,1.143624e-006,3.918879e-005,1.404930e+000,1.866492e+000,2.053480e+000
8.266975e-006,8.198353e-007,3.886500e-005,1.403959e+000,1.865359e+000,2.053318e+000
1.004781e-005,6.000454e-006,3.870311e-005,1.404283e+000,1.863416e+000,2.051699e+000
5.676665e-006,3.410144e-006,3.837932e-005,1.404768e+000,1.861635e+000,2.052509e+000
6.971820e-006,-9.541402e-006,3.870311e-005,1.403959e+000,1.859368e+000,2.051861e+000
-4.753193e-007,-1.083656e-005,3.918879e-005,1.403959e+000,1.858397e+000,2.052509e+000
-3.227523e-006,-8.731930e-006,3.886500e-005,1.404283e+000,1.858721e+000,2.054613e+000
-1.844559e-005,-6.372136e-007,3.886500e-005,1.403959e+000,1.859530e+000,2.056880e+000
-2.573083e-005,3.341523e-007,3.854121e-005,1.404121e+000,1.858883e+000,2.055909e+000
-1.213171e-005,-1.446685e-006,3.837932e-005,1.404445e+000,1.859854e+000,2.055585e+000
-6.465409e-006,-3.065628e-006,3.773174e-005,1.406711e+000,1.860987e+000,2.054290e+000
8.914551e-006,-4.846466e-006,3.773174e-005,1.410435e+000,1.860178e+000,2.052347e+000
6.162348e-006,-7.436775e-006,3.789363e-005,1.412054e+000,1.859045e+000,2.050242e+000
1.069539e-005,-4.684572e-006,3.805553e-005,1.414158e+000,1.859207e+000,2.048138e+000
2.526588e-005,1.953096e-006,3.773174e-005,1.415453e+000,1.858235e+000,2.048461e+000
1.879011e-005,6.000454e-006,3.789363e-005,1.418853e+000,1.857102e+000,2.050242e+000
1.199054e-005,2.276884e-006,3.821742e-005,1.421120e+000,1.856616e+000,2.051861e+000
-1.553149e-005,4.960467e-007,3.821742e-005,1.423710e+000,1.857911e+000,2.054613e+000
-3.188282e-005,-6.372136e-007,3.821742e-005,1.426462e+000,1.859530e+000,2.057042e+000
-2.071211e-005,-1.446685e-006,3.854121e-005,1.427919e+000,1.859207e+000,2.057042e+000
-1.407444e-005,-3.134250e-007,3.870311e-005,1.428729e+000,1.859368e+000,2.055909e+000
4.543405e-006,-1.608580e-006,3.870311e-005,1.430995e+000,1.859207e+000,2.056071e+000
1.791201e-006,3.086356e-006,3.886500e-005,1.432452e+000,1.859854e+000,2.056394e+000
-6.372136e-007,-2.903734e-006,3.821742e-005,1.433100e+000,1.860502e+000,2.051699e+000
-1.515307e-007,-1.310308e-005,3.854121e-005,1.435528e+000,1.862445e+000,2.048947e+000
-6.951092e-006,-1.472202e-005,3.886500e-005,1.436662e+000,1.864711e+000,2.046519e+000
-7.436775e-006,-6.627303e-006,3.918879e-005,1.438442e+000,1.866330e+000,2.046519e+000
-2.524515e-005,2.114990e-006,3.886500e-005,1.440871e+000,1.866492e+000,2.046519e+000
-1.925506e-005,3.733933e-006,3.870311e-005,1.441033e+000,1.868758e+000,2.045709e+000
3.895827e-006,1.791201e-006,3.870311e-005,1.441195e+000,1.872320e+000,2.044252e+000
1.603790e-005,4.960467e-007,3.821742e-005,1.440061e+000,1.872806e+000,2.042957e+000
3.222733e-005,-1.770474e-006,3.756985e-005,1.439414e+000,1.872968e+000,2.042148e+000
1.992337e-005,-5.494043e-006,3.756985e-005,1.438928e+000,1.873129e+000,2.041338e+000
1.305518e-006,-5.170255e-006,3.805553e-005,1.440709e+000,1.873129e+000,2.038424e+000
1.263812e-005,-3.227523e-006,3.789363e-005,1.442976e+000,1.874587e+000,2.035672e+000
8.752658e-006,1.305518e-006,3.740795e-005,1.443299e+000,1.877015e+000,2.034539e+000
4.057722e-006,-1.770474e-006,3.805553e-005,1.445404e+000,1.877339e+000,2.032920e+000
-2.071211e-005,-1.122897e-006,3.821742e-005,1.446375e+000,1.877177e+000,2.030653e+000
-2.184537e-005,1.143624e-006,3.837932e-005,1.447509e+000,1.878796e+000,2.029844e+000
-1.245550e-005,4.960467e-007,3.821742e-005,1.449451e+000,1.878958e+000,2.027739e+000
-9.217613e-006,-3.389417e-006,3.886500e-005,1.451070e+000,1.879767e+000,2.024501e+000
8.914551e-006,-4.036995e-006,3.918879e-005,1.452204e+000,1.879443e+000,2.025311e+000
1.830442e-005,2.600673e-006,3.886500e-005,1.451394e+000,1.879443e+000,2.024663e+000
1.603790e-005,2.438779e-006,3.886500e-005,1.450099e+000,1.880739e+000,2.022396e+000
1.199054e-005,-1.018898e-005,3.902689e-005,1.449937e+000,1.880739e+000,2.018673e+000
1.182865e-005,-7.436775e-006,3.902689e-005,1.449775e+000,1.877824e+000,2.018511e+000
