DM: Ch1 (Dev1) [Volts],BB: Ch2 (Dev1) [Volts],ACC: Ch3 (Dev1) [Volts],ACC: Ch4 (Dev1) [g],ACC: Ch5 (Dev1) [g],ACC: Ch6 (Dev1) [g]
-8.408141e-006,9.817296e-007,3.918879e-005,2.332425e+000,1.926231e+000,1.544969e+000
9.400234e-006,-5.332149e-006,3.951258e-005,2.333072e+000,1.927040e+000,1.546912e+000
1.280002e-005,-4.753193e-007,3.951258e-005,2.332425e+000,1.927526e+000,1.546102e+000
9.076446e-006,-4.684572e-006,3.918879e-005,2.329349e+000,1.925907e+000,1.543026e+000
9.562129e-006,-2.055021e-005,3.902689e-005,2.328539e+000,1.926393e+000,1.539788e+000
6.000454e-006,-1.439823e-005,3.918879e-005,2.328539e+000,1.924288e+000,1.539303e+000
1.791201e-006,-2.256157e-006,3.886500e-005,2.326758e+000,1.922669e+000,1.539303e+000
-2.508326e-005,1.522843e-005,3.854121e-005,2.326758e+000,1.923317e+000,1.540760e+000
-2.087400e-005,1.296191e-005,3.870311e-005,2.329025e+000,1.923155e+000,1.540436e+000
-1.310308e-005,9.885918e-006,3.902689e-005,2.329834e+000,1.924612e+000,1.539303e+000
-3.227523e-006,3.410144e-006,3.821742e-005,2.330482e+000,1.923641e+000,1.537846e+000
1.506654e-005,-3.389417e-006,3.821742e-005,2.328863e+000,1.922993e+000,1.537846e+000
6.971820e-006,-9.541402e-006,3.837932e-005,2.327892e+000,1.922346e+000,1.538979e+000
1.020971e-005,-4.846466e-006,3.837932e-005,2.327244e+000,1.924936e+000,1.540598e+000
1.927579e-005,-3.713206e-006,3.821742e-005,2.328215e+000,1.925907e+000,1.539950e+000
1.199054e-005,-2.094263e-006,3.821742e-005,2.327568e+000,1.925907e+000,1.540112e+000
3.248250e-006,-5.494043e-006,3.837932e-005,2.326920e+000,1.927850e+000,1.538655e+000
-2.767356e-005,-3.134250e-007,3.805553e-005,2.326273e+000,1.930116e+000,1.539950e+000
-2.702599e-005,1.305518e-006,3.886500e-005,2.327082e+000,1.929793e+000,1.540598e+000
-1.423634e-005,-1.446685e-006,3.902689e-005,2.328701e+000,1.929955e+000,1.538170e+000
-1.180792e-005,-2.579945e-006,3.886500e-005,2.329349e+000,1.933354e+000,1.537522e+000
8.428869e-006,-2.741840e-006,3.902689e-005,2.327244e+000,1.933678e+000,1.538655e+000
1.215244e-005,-6.372136e-007,3.902689e-005,2.328053e+000,1.933840e+000,1.537846e+000
8.752658e-006,-5.494043e-006,3.870311e-005,2.327082e+000,1.933678e+000,1.536065e+000
9.724024e-006,-1.893127e-005,3.870311e-005,2.327082e+000,1.933031e+000,1.535741e+000
9.724024e-006,-1.116034e-005,3.935069e-005,2.326920e+000,1.931574e+000,1.534770e+000
6.324242e-006,-4.198888e-006,3.886500e-005,2.323197e+000,1.931088e+000,1.535094e+000
-1.925506e-005,1.409517e-005,3.870311e-005,2.324816e+000,1.932545e+000,1.537846e+000
-2.200726e-005,1.506654e-005,3.886500e-005,2.325625e+000,1.933354e+000,1.538493e+000
-1.083656e-005,8.105080e-006,3.870311e-005,2.326920e+000,1.933354e+000,1.538979e+000
-8.246247e-006,2.600673e-006,3.821742e-005,2.325949e+000,1.934649e+000,1.536713e+000
1.344759e-005,-3.227523e-006,3.837932e-005,2.324330e+000,1.934488e+000,1.533151e+000
1.118107e-005,-6.627303e-006,3.789363e-005,2.325301e+000,1.934811e+000,1.533637e+000
1.150486e-005,-1.932368e-006,3.805553e-005,2.326758e+000,1.934326e+000,1.534122e+000
1.846632e-005,-1.770474e-006,3.805553e-005,2.326596e+000,1.933516e+000,1.535417e+000
1.684737e-005,4.057722e-006,3.789363e-005,2.326435e+000,1.933840e+000,1.533637e+000
1.953096e-006,4.960467e-007,3.821742e-005,2.326596e+000,1.935135e+000,1.532827e+000
-2.977819e-005,8.266975e-006,3.870311e-005,2.327568e+000,1.937887e+000,1.531856e+000
-2.880683e-005,6.000454e-006,3.886500e-005,2.326758e+000,1.936754e+000,1.534122e+000
-1.553149e-005,4.960467e-007,3.918879e-005,2.325949e+000,1.935297e+000,1.535417e+000
-8.084353e-006,-1.515307e-007,3.918879e-005,2.325949e+000,1.933516e+000,1.535255e+000
1.215244e-005,-4.198888e-006,3.902689e-005,2.325949e+000,1.934002e+000,1.533151e+000
1.344759e-005,1.722580e-007,3.935069e-005,2.326758e+000,1.934649e+000,1.530237e+000
1.199054e-005,-4.360783e-006,3.870311e-005,2.327730e+000,1.933840e+000,1.527485e+000
1.814253e-005,-1.893127e-005,3.935069e-005,2.327406e+000,1.934649e+000,1.527161e+000
8.590763e-006,-1.779801e-005,3.918879e-005,2.327082e+000,1.936268e+000,1.527323e+000
4.057722e-006,-9.703296e-006,3.886500e-005,2.323844e+000,1.936754e+000,1.526351e+000
-2.686409e-005,9.724024e-006,3.870311e-005,2.323520e+000,1.936754e+000,1.526837e+000
-2.330242e-005,8.266975e-006,3.870311e-005,2.323359e+000,1.936592e+000,1.527970e+000
-1.666475e-005,-1.122897e-006,3.854121e-005,2.322063e+000,1.936430e+000,1.529589e+000
-7.274881e-006,-4.522677e-006,3.870311e-005,2.321254e+000,1.935297e+000,1.529589e+000
9.076446e-006,-9.055719e-006,3.821742e-005,2.320121e+000,1.935783e+000,1.529265e+000
6.324242e-006,-1.245550e-005,3.805553e-005,2.321740e+000,1.934649e+000,1.528132e+000
8.590763e-006,-3.713206e-006,3.805553e-005,2.323520e+000,1.935621e+000,1.526999e+000
2.073284e-005,-2.741840e-006,3.805553e-005,2.324654e+000,1.936268e+000,1.528132e+000
1.571411e-005,1.953096e-006,3.789363e-005,2.327082e+000,1.935297e+000,1.530722e+000
5.352877e-006,-1.932368e-006,3.805553e-005,2.326758e+000,1.934488e+000,1.532665e+000
-2.832114e-005,5.190982e-006,3.870311e-005,2.327568e+000,1.931574e+000,1.533151e+000
-2.783546e-005,8.752658e-006,3.886500e-005,2.328701e+000,1.931735e+000,1.531856e+000
-1.779801e-005,3.410144e-006,3.870311e-005,2.329025e+000,1.932059e+000,1.530399e+000
-1.051277e-005,3.410144e-006,3.902689e-005,2.328863e+000,1.933516e+000,1.529104e+000
1.199054e-005,-4.753193e-007,3.918879e-005,2.328215e+000,1.932707e+000,1.528132e+000
1.134297e-005,4.867194e-006,3.918879e-005,2.329187e+000,1.932707e+000,1.528618e+000
5.838559e-006,-1.122897e-006,3.935069e-005,2.329673e+000,1.933678e+000,1.528780e+000
1.037160e-005,-1.536960e-005,3.935069e-005,2.329834e+000,1.935459e+000,1.528618e+000
4.867194e-006,-1.585528e-005,3.902689e-005,2.330806e+000,1.934649e+000,1.527646e+000
1.467413e-006,-8.084353e-006,3.902689e-005,2.330806e+000,1.931897e+000,1.526675e+000
-2.767356e-005,1.539032e-005,3.886500e-005,2.331130e+000,1.930116e+000,1.528618e+000
-2.152158e-005,1.182865e-005,3.870311e-005,2.329349e+000,1.930602e+000,1.529751e+000
-1.375065e-005,6.648031e-006,3.837932e-005,2.328377e+000,1.930926e+000,1.529751e+000
-4.684572e-006,2.600673e-006,3.870311e-005,2.327568e+000,1.928336e+000,1.528132e+000
1.490464e-005,-4.846466e-006,3.805553e-005,2.328053e+000,1.927850e+000,1.526513e+000
7.781291e-006,-8.084353e-006,3.789363e-005,2.327892e+000,1.928498e+000,1.528132e+000
1.166676e-005,-1.770474e-006,3.854121e-005,2.329025e+000,1.930116e+000,1.529751e+000
2.591346e-005,-4.684572e-006,3.821742e-005,2.328863e+000,1.930764e+000,1.528618e+000
1.652359e-005,-1.515307e-007,3.756985e-005,2.327406e+000,1.931574e+000,1.528456e+000
4.867194e-006,-3.551311e-006,3.821742e-005,2.327406e+000,1.931412e+000,1.531370e+000
-2.524515e-005,4.867194e-006,3.854121e-005,2.329187e+000,1.930116e+000,1.532665e+000
-1.957885e-005,5.190982e-006,3.902689e-005,2.330968e+000,1.929631e+000,1.531046e+000
-9.379508e-006,3.572039e-006,3.886500e-005,2.331291e+000,1.929793e+000,1.531046e+000
-5.655937e-006,-1.770474e-006,3.902689e-005,2.331777e+000,1.927526e+000,1.531208e+000
1.263812e-005,-7.274881e-006,3.902689e-005,2.332263e+000,1.925260e+000,1.529589e+000
1.166676e-005,3.341523e-007,3.870311e-005,2.333072e+000,1.924126e+000,1.529427e+000
8.914551e-006,-3.551311e-006,3.918879e-005,2.333558e+000,1.923965e+000,1.528618e+000
1.409517e-005,-1.860748e-005,3.918879e-005,2.333558e+000,1.922993e+000,1.529913e+000
4.705299e-006,-1.601717e-005,3.935069e-005,2.334368e+000,1.922507e+000,1.529104e+000
-2.256157e-006,-6.141620e-006,3.902689e-005,2.334691e+000,1.920565e+000,1.528132e+000
-3.123524e-005,1.215244e-005,3.854121e-005,2.334529e+000,1.917974e+000,1.526675e+000
-2.621652e-005,1.037160e-005,3.837932e-005,2.333720e+000,1.918298e+000,1.528294e+000
-1.553149e-005,4.705299e-006,3.886500e-005,2.331939e+000,1.919270e+000,1.531856e+000
-7.436775e-006,-1.515307e-007,3.805553e-005,2.332263e+000,1.918784e+000,1.530884e+000
1.053349e-005,-8.893824e-006,3.789363e-005,2.332748e+000,1.916679e+000,1.530237e+000
4.381511e-006,-1.099845e-005,3.805553e-005,2.334529e+000,1.917651e+000,1.530884e+000
6.971820e-006,-5.332149e-006,3.837932e-005,2.335339e+000,1.919593e+000,1.529427e+000
2.057094e-005,-4.684572e-006,3.805553e-005,2.332263e+000,1.919755e+000,1.530722e+000
1.393328e-005,-2.579945e-006,3.756985e-005,2.332911e+000,1.918784e+000,1.532989e+000
5.838559e-006,-3.713206e-006,3.854121e-005,2.333072e+000,1.919917e+000,1.532827e+000
-2.443568e-005,4.381511e-006,3.854121e-005,2.334206e+000,1.920403e+000,1.530722e+000
-2.184537e-005,4.543405e-006,3.870311e-005,2.334691e+000,1.921536e+000,1.530237e+000
-9.865191e-006,3.341523e-007,3.918879e-005,2.333882e+000,1.921698e+000,1.532018e+000
-3.713206e-006,1.953096e-006,3.918879e-005,2.332748e+000,1.920241e+000,1.530237e+000
1.263812e-005,1.791201e-006,3.902689e-005,2.331777e+000,1.921212e+000,1.529265e+000
1.360949e-005,3.086356e-006,3.951258e-005,2.331291e+000,1.922669e+000,1.531370e+000
7.133714e-006,-4.198888e-006,3.951258e-005,2.330320e+000,1.925098e+000,1.530399e+000
1.053349e-005,-1.536960e-005,3.918879e-005,2.329025e+000,1.926879e+000,1.529589e+000
5.190982e-006,-9.703296e-006,3.951258e-005,2.329673e+000,1.927202e+000,1.530237e+000
2.276884e-006,-1.122897e-006,3.902689e-005,2.328863e+000,1.926069e+000,1.529589e+000
-3.301608e-005,1.425706e-005,3.837932e-005,2.331291e+000,1.925583e+000,1.529265e+000
-2.411189e-005,1.231433e-005,3.854121e-005,2.331453e+000,1.924450e+000,1.527970e+000
-1.229360e-005,6.324242e-006,3.918879e-005,2.330158e+000,1.924612e+000,1.527808e+000
-4.198888e-006,1.467413e-006,3.837932e-005,2.330158e+000,1.922507e+000,1.528618e+000
1.199054e-005,-6.465409e-006,3.837932e-005,2.328701e+000,1.921212e+000,1.531694e+000
8.266975e-006,-9.541402e-006,3.821742e-005,2.329187e+000,1.921698e+000,1.532179e+000
1.296191e-005,-8.246247e-006,3.789363e-005,2.329996e+000,1.922507e+000,1.530237e+000
2.154231e-005,-4.522677e-006,3.756985e-005,2.328377e+000,1.923479e+000,1.531370e+000
1.441896e-005,2.762567e-006,3.821742e-005,2.328539e+000,1.925745e+000,1.533151e+000
4.381511e-006,-7.991079e-007,3.837932e-005,2.329025e+000,1.924450e+000,1.534770e+000
-2.524515e-005,4.381511e-006,3.837932e-005,2.329025e+000,1.924450e+000,1.535741e+000
-2.314052e-005,2.762567e-006,3.902689e-005,2.329187e+000,1.924450e+000,1.534608e+000
-1.245550e-005,1.791201e-006,3.918879e-005,2.328863e+000,1.923965e+000,1.535417e+000
-5.008360e-006,8.198353e-007,3.870311e-005,2.329511e+000,1.925907e+000,1.536713e+000
1.134297e-005,-2.903734e-006,3.935069e-005,2.329673e+000,1.926393e+000,1.534284e+000
1.134297e-005,1.467413e-006,3.918879e-005,2.330158e+000,1.926879e+000,1.532665e+000
5.352877e-006,-5.008360e-006,3.951258e-005,2.328863e+000,1.928821e+000,1.533960e+000
8.428869e-006,-1.585528e-005,3.918879e-005,2.328053e+000,1.929955e+000,1.532989e+000
1.143624e-006,-1.326497e-005,3.918879e-005,2.327892e+000,1.929955e+000,1.533637e+000
-1.608580e-006,-6.141620e-006,3.854121e-005,2.327082e+000,1.927688e+000,1.532665e+000
-3.285418e-005,1.101918e-005,3.870311e-005,2.327406e+000,1.926879e+000,1.529589e+000
-2.216916e-005,9.724024e-006,3.870311e-005,2.328863e+000,1.929955e+000,1.527161e+000
-1.229360e-005,6.162348e-006,3.886500e-005,2.327730e+000,1.930602e+000,1.525542e+000
-3.065628e-006,-1.446685e-006,3.837932e-005,2.327244e+000,1.932545e+000,1.526999e+000
1.199054e-005,-6.627303e-006,3.805553e-005,2.328377e+000,1.932221e+000,1.529104e+000
1.247623e-005,-9.865191e-006,3.821742e-005,2.327406e+000,1.932221e+000,1.528780e+000
1.976147e-005,-5.008360e-006,3.724606e-005,2.327568e+000,1.933031e+000,1.527161e+000
2.915134e-005,-4.198888e-006,3.805553e-005,2.327730e+000,1.932383e+000,1.527161e+000
1.992337e-005,-1.770474e-006,3.821742e-005,2.328053e+000,1.931897e+000,1.528132e+000
5.838559e-006,-1.284791e-006,3.854121e-005,2.328377e+000,1.933678e+000,1.529751e+000
-2.524515e-005,6.324242e-006,3.854121e-005,2.328701e+000,1.934164e+000,1.530722e+000
-1.715043e-005,4.219616e-006,3.886500e-005,2.328053e+000,1.934164e+000,1.531370e+000
-1.148413e-005,-1.515307e-007,3.886500e-005,2.327730e+000,1.933354e+000,1.529913e+000
-6.789198e-006,-2.094263e-006,3.918879e-005,2.327406e+000,1.932059e+000,1.530884e+000
8.914551e-006,-4.198888e-006,3.967447e-005,2.327892e+000,1.932221e+000,1.529265e+000
9.885918e-006,4.960467e-007,3.967447e-005,2.328215e+000,1.932221e+000,1.527323e+000
6.579410e-007,-1.608580e-006,3.902689e-005,2.326596e+000,1.930602e+000,1.525704e+000
7.619397e-006,-1.650286e-005,3.918879e-005,2.325625e+000,1.930764e+000,1.526027e+000
2.600673e-006,-1.294118e-005,3.918879e-005,2.326435e+000,1.928983e+000,1.528456e+000
-4.753193e-007,-1.284791e-006,3.886500e-005,2.327730e+000,1.930764e+000,1.530399e+000
-3.042577e-005,1.798063e-005,3.918879e-005,2.326920e+000,1.932221e+000,1.529265e+000
-2.281674e-005,9.724024e-006,3.886500e-005,2.326758e+000,1.931088e+000,1.529427e+000
-1.245550e-005,5.676665e-006,3.854121e-005,2.326435e+000,1.929145e+000,1.529427e+000
-4.846466e-006,3.086356e-006,3.870311e-005,2.326435e+000,1.928983e+000,1.530560e+000
5.029088e-006,-5.494043e-006,3.886500e-005,2.326920e+000,1.928336e+000,1.531208e+000
3.248250e-006,-6.141620e-006,3.821742e-005,2.327568e+000,1.928012e+000,1.530399e+000
7.295609e-006,-1.446685e-006,3.789363e-005,2.328215e+000,1.928821e+000,1.531370e+000
1.814253e-005,-1.284791e-006,3.821742e-005,2.328377e+000,1.929145e+000,1.532503e+000
1.522843e-005,4.960467e-007,3.821742e-005,2.328539e+000,1.928821e+000,1.533313e+000
3.410144e-006,-2.418051e-006,3.870311e-005,2.329996e+000,1.929145e+000,1.532179e+000
-3.123524e-005,7.457503e-006,3.854121e-005,2.329025e+000,1.928983e+000,1.530237e+000
-2.038832e-005,5.029088e-006,3.886500e-005,2.330158e+000,1.928336e+000,1.530237e+000
-1.358876e-005,1.722580e-007,3.902689e-005,2.330320e+000,1.927364e+000,1.531370e+000
-3.389417e-006,1.722580e-007,3.902689e-005,2.327244e+000,1.927688e+000,1.531532e+000
1.182865e-005,-4.360783e-006,3.935069e-005,2.329511e+000,1.929145e+000,1.531046e+000
1.215244e-005,-2.418051e-006,3.967447e-005,2.328377e+000,1.928336e+000,1.531370e+000
9.238341e-006,-9.541402e-006,3.935069e-005,2.325787e+000,1.930278e+000,1.531694e+000
9.238341e-006,-2.022643e-005,3.918879e-005,2.328053e+000,1.929469e+000,1.531694e+000
3.410144e-006,-1.439823e-005,3.902689e-005,2.329025e+000,1.928336e+000,1.530884e+000
2.114990e-006,-6.789198e-006,3.902689e-005,2.328701e+000,1.928174e+000,1.529427e+000
-2.686409e-005,1.312380e-005,3.886500e-005,2.330158e+000,1.928336e+000,1.530560e+000
-2.022643e-005,1.247623e-005,3.870311e-005,2.330806e+000,1.928821e+000,1.528618e+000
-1.067466e-005,5.838559e-006,3.870311e-005,2.329511e+000,1.931412e+000,1.527646e+000
1.629307e-006,3.086356e-006,3.837932e-005,2.327730e+000,1.932383e+000,1.528456e+000
1.425706e-005,-7.436775e-006,3.837932e-005,2.327892e+000,1.931735e+000,1.529913e+000
1.037160e-005,-9.703296e-006,3.773174e-005,2.330158e+000,1.929955e+000,1.529913e+000
1.571411e-005,-5.008360e-006,3.789363e-005,2.330320e+000,1.927040e+000,1.532341e+000
2.866566e-005,-3.551311e-006,3.837932e-005,2.330968e+000,1.927364e+000,1.532503e+000
2.138041e-005,4.057722e-006,3.837932e-005,2.331453e+000,1.928659e+000,1.532179e+000
6.162348e-006,2.924462e-006,3.821742e-005,2.331130e+000,1.930602e+000,1.530722e+000
-2.670220e-005,1.312380e-005,3.870311e-005,2.329187e+000,1.931088e+000,1.531532e+000
-1.585528e-005,1.134297e-005,3.951258e-005,2.330320e+000,1.930602e+000,1.531856e+000
-1.051277e-005,3.086356e-006,3.935069e-005,2.328053e+000,1.929955e+000,1.528294e+000
-7.922458e-006,-2.094263e-006,3.902689e-005,2.326920e+000,1.930764e+000,1.527808e+000
1.263812e-005,-5.817832e-006,3.951258e-005,2.326596e+000,1.931250e+000,1.532341e+000
8.914551e-006,-1.122897e-006,3.983637e-005,2.325949e+000,1.928983e+000,1.536874e+000
2.276884e-006,-9.217613e-006,3.935069e-005,2.324168e+000,1.927526e+000,1.535741e+000
9.817296e-007,-2.103590e-005,3.935069e-005,2.325463e+000,1.926717e+000,1.533475e+000
-1.446685e-006,-1.472202e-005,3.935069e-005,2.324816e+000,1.927364e+000,1.533151e+000
-4.360783e-006,-3.551311e-006,3.886500e-005,2.324978e+000,1.928012e+000,1.531532e+000
-3.220661e-005,1.571411e-005,3.918879e-005,2.326273e+000,1.926231e+000,1.532665e+000
-2.297863e-005,1.069539e-005,3.902689e-005,2.327568e+000,1.928498e+000,1.532665e+000
-1.569339e-005,6.162348e-006,3.918879e-005,2.327730e+000,1.928336e+000,1.531370e+000
-7.760564e-006,-4.753193e-007,3.837932e-005,2.330158e+000,1.927364e+000,1.533475e+000
1.037160e-005,-1.196982e-005,3.821742e-005,2.328863e+000,1.926717e+000,1.537036e+000
7.295609e-006,-1.245550e-005,3.821742e-005,2.327568e+000,1.927040e+000,1.536874e+000
9.400234e-006,-8.084353e-006,3.837932e-005,2.326920e+000,1.926393e+000,1.536551e+000
2.040905e-005,-3.389417e-006,3.805553e-005,2.324978e+000,1.924774e+000,1.536389e+000
1.830442e-005,-9.610023e-007,3.821742e-005,2.326111e+000,1.924126e+000,1.536065e+000
1.085728e-005,-6.372136e-007,3.854121e-005,2.330320e+000,1.923965e+000,1.532503e+000
-2.184537e-005,3.572039e-006,3.854121e-005,2.330320e+000,1.924774e+000,1.532503e+000
-1.812180e-005,2.276884e-006,3.886500e-005,2.329996e+000,1.925907e+000,1.535417e+000
-9.379508e-006,9.817296e-007,3.902689e-005,2.330482e+000,1.927526e+000,1.534284e+000
-1.446685e-006,-6.372136e-007,3.918879e-005,2.329025e+000,1.927202e+000,1.533960e+000
1.506654e-005,-1.446685e-006,3.902689e-005,2.328053e+000,1.927850e+000,1.534284e+000
1.231433e-005,6.579410e-007,3.935069e-005,2.328377e+000,1.929793e+000,1.535094e+000
4.057722e-006,-5.170255e-006,3.935069e-005,2.327892e+000,1.930278e+000,1.533798e+000
9.562129e-006,-1.860748e-005,3.967447e-005,2.325625e+000,1.930116e+000,1.535579e+000
1.467413e-006,-1.277929e-005,3.918879e-005,2.324492e+000,1.930116e+000,1.535579e+000
9.817296e-007,-2.256157e-006,3.870311e-005,2.324330e+000,1.930440e+000,1.534122e+000
-3.188282e-005,1.798063e-005,3.870311e-005,2.324978e+000,1.931412e+000,1.532018e+000
-2.249295e-005,1.182865e-005,3.902689e-005,2.324816e+000,1.930116e+000,1.532179e+000
-1.326497e-005,9.400234e-006,3.886500e-005,2.325625e+000,1.929469e+000,1.535741e+000
-6.303515e-006,3.248250e-006,3.870311e-005,2.326596e+000,1.930440e+000,1.535417e+000
1.037160e-005,-6.303515e-006,3.821742e-005,2.326111e+000,1.931735e+000,1.536227e+000
2.114990e-006,-9.703296e-006,3.837932e-005,2.324816e+000,1.931250e+000,1.535579e+000
1.134297e-005,-3.713206e-006,3.773174e-005,2.324492e+000,1.932059e+000,1.535903e+000
2.024715e-005,-1.284791e-006,3.805553e-005,2.324330e+000,1.935621e+000,1.538008e+000
1.668548e-005,3.895827e-006,3.837932e-005,2.323197e+000,1.936430e+000,1.537198e+000
6.648031e-006,1.629307e-006,3.870311e-005,2.324492e+000,1.934973e+000,1.536065e+000
-2.362621e-005,8.428869e-006,3.854121e-005,2.326111e+000,1.936268e+000,1.533313e+000
-1.601717e-005,5.352877e-006,3.902689e-005,2.326435e+000,1.936592e+000,1.531856e+000
-1.229360e-005,5.190982e-006,3.870311e-005,2.326273e+000,1.938211e+000,1.532018e+000
-3.134250e-007,-1.608580e-006,3.886500e-005,2.327730e+000,1.938535e+000,1.531694e+000
1.263812e-005,-2.903734e-006,3.918879e-005,2.328701e+000,1.937078e+000,1.532018e+000
9.885918e-006,1.722580e-007,3.935069e-005,2.328215e+000,1.935297e+000,1.532341e+000
7.295609e-006,-5.494043e-006,3.951258e-005,2.327568e+000,1.934973e+000,1.532827e+000
7.619397e-006,-1.795991e-005,3.967447e-005,2.327892e+000,1.933031e+000,1.533313e+000
1.722580e-007,-1.213171e-005,3.918879e-005,2.328701e+000,1.932221e+000,1.533960e+000
-7.991079e-007,-3.065628e-006,3.886500e-005,2.327892e+000,1.932221e+000,1.535255e+000
-3.026387e-005,1.458085e-005,3.854121e-005,2.327082e+000,1.933678e+000,1.534284e+000
-2.152158e-005,6.162348e-006,3.886500e-005,2.328215e+000,1.932707e+000,1.532341e+000
-1.553149e-005,1.467413e-006,3.902689e-005,2.328701e+000,1.933678e+000,1.531046e+000
-4.846466e-006,-2.903734e-006,3.821742e-005,2.325625e+000,1.933031e+000,1.534122e+000
1.263812e-005,-1.164603e-005,3.805553e-005,2.323520e+000,1.932869e+000,1.534932e+000
3.248250e-006,-9.055719e-006,3.789363e-005,2.323035e+000,1.932059e+000,1.534122e+000
1.296191e-005,-4.522677e-006,3.740795e-005,2.322387e+000,1.931250e+000,1.536713e+000
2.105662e-005,-1.608580e-006,3.789363e-005,2.324654e+000,1.930278e+000,1.534770e+000
1.199054e-005,6.579410e-007,3.805553e-005,2.325787e+000,1.929307e+000,1.532827e+000
-1.284791e-006,-2.418051e-006,3.789363e-005,2.327244e+000,1.926717e+000,1.532018e+000
-2.961630e-005,9.885918e-006,3.854121e-005,2.328215e+000,1.926555e+000,1.532341e+000
-1.941696e-005,7.133714e-006,3.870311e-005,2.328215e+000,1.926069e+000,1.532018e+000
-1.196982e-005,2.924462e-006,3.902689e-005,2.326758e+000,1.928336e+000,1.533637e+000
-4.360783e-006,-1.515307e-007,3.918879e-005,2.326435e+000,1.926879e+000,1.535417e+000
8.752658e-006,-2.256157e-006,3.918879e-005,2.327568e+000,1.926555e+000,1.536874e+000
1.619980e-005,3.341523e-007,3.967447e-005,2.327730e+000,1.928498e+000,1.536065e+000
1.490464e-005,-6.789198e-006,3.935069e-005,2.328701e+000,1.927202e+000,1.537360e+000
1.603790e-005,-1.957885e-005,3.935069e-005,2.328539e+000,1.925260e+000,1.536551e+000
4.705299e-006,-1.698854e-005,3.918879e-005,2.329511e+000,1.926393e+000,1.535417e+000
2.762567e-006,-5.008360e-006,3.918879e-005,2.328863e+000,1.926879e+000,1.534608e+000
-3.139714e-005,1.684737e-005,3.854121e-005,2.329996e+000,1.925421e+000,1.533637e+000
-1.941696e-005,1.037160e-005,3.902689e-005,2.329996e+000,1.926069e+000,1.535741e+000
-1.213171e-005,7.457503e-006,3.870311e-005,2.330320e+000,1.927850e+000,1.535417e+000
-3.551311e-006,-1.608580e-006,3.837932e-005,2.329349e+000,1.927202e+000,1.535741e+000
8.428869e-006,-8.893824e-006,3.805553e-005,2.327730e+000,1.928498e+000,1.536874e+000
7.133714e-006,-1.148413e-005,3.821742e-005,2.326111e+000,1.927202e+000,1.536874e+000
1.506654e-005,-1.083656e-005,3.789363e-005,2.325301e+000,1.927526e+000,1.536389e+000
2.364694e-005,-5.332149e-006,3.854121e-005,2.325140e+000,1.928983e+000,1.535903e+000
1.101918e-005,-6.372136e-007,3.805553e-005,2.325787e+000,1.929955e+000,1.535417e+000
1.629307e-006,-7.991079e-007,3.805553e-005,2.324492e+000,1.928659e+000,1.534932e+000
-2.573083e-005,7.781291e-006,3.837932e-005,2.324654e+000,1.927202e+000,1.536713e+000
-1.812180e-005,6.162348e-006,3.918879e-005,2.325949e+000,1.927526e+000,1.539303e+000
-1.067466e-005,3.086356e-006,3.902689e-005,2.326111e+000,1.929145e+000,1.539465e+000
-3.551311e-006,-1.122897e-006,3.918879e-005,2.326920e+000,1.926717e+000,1.538170e+000
1.069539e-005,-1.515307e-007,3.935069e-005,2.326920e+000,1.926231e+000,1.537360e+000
1.263812e-005,3.895827e-006,3.935069e-005,2.325949e+000,1.923965e+000,1.536065e+000
8.428869e-006,-4.036995e-006,3.902689e-005,2.326596e+000,1.922507e+000,1.535255e+000
1.053349e-005,-1.423634e-005,3.935069e-005,2.325625e+000,1.923965e+000,1.534446e+000
1.953096e-006,-8.084353e-006,3.918879e-005,2.326758e+000,1.923803e+000,1.535741e+000
-2.256157e-006,1.722580e-007,3.886500e-005,2.325625e+000,1.923479e+000,1.537198e+000
-3.107334e-005,1.879011e-005,3.902689e-005,2.325301e+000,1.924774e+000,1.537846e+000
-1.860748e-005,1.053349e-005,3.886500e-005,2.327244e+000,1.924936e+000,1.539141e+000
-1.132224e-005,5.352877e-006,3.886500e-005,2.328053e+000,1.924936e+000,1.536874e+000
4.960467e-007,-3.134250e-007,3.789363e-005,2.329025e+000,1.924774e+000,1.537684e+000
7.133714e-006,-9.217613e-006,3.789363e-005,2.330482e+000,1.925098e+000,1.535741e+000
4.543405e-006,-1.116034e-005,3.805553e-005,2.330482e+000,1.928012e+000,1.532503e+000
8.266975e-006,-9.379508e-006,3.821742e-005,2.329996e+000,1.929307e+000,1.530075e+000
1.911389e-005,-6.141620e-006,3.837932e-005,2.331615e+000,1.928336e+000,1.529589e+000
1.166676e-005,-3.227523e-006,3.789363e-005,2.335177e+000,1.927850e+000,1.531532e+000
1.036367e-008,-4.684572e-006,3.854121e-005,2.333720e+000,1.928498e+000,1.531370e+000
-2.799735e-005,5.029088e-006,3.854121e-005,2.331615e+000,1.928821e+000,1.530237e+000
-1.698854e-005,3.572039e-006,3.886500e-005,2.329996e+000,1.929955e+000,1.531370e+000
-1.342686e-005,-6.372136e-007,3.951258e-005,2.330482e+000,1.931735e+000,1.531046e+000
-3.713206e-006,-4.684572e-006,3.902689e-005,2.330644e+000,1.932221e+000,1.530075e+000
1.425706e-005,-3.227523e-006,3.918879e-005,2.330482e+000,1.932707e+000,1.532018e+000
9.885918e-006,-1.122897e-006,3.951258e-005,2.329673e+000,1.931897e+000,1.532827e+000
