Frame;Sub Frame;LAX;LAY;LAZ;LHX;LHY;LHZ;LKX;LKY;LKZ;RAX;RAY;RAZ;RHX;RHY;RHZ;RKX;RKY;RKZ
1698;0;13.0614;-8.23999;25.6364;-4.52819;3.59125;-9.77521;4.40788;-1.33962;-19.2917;2.38486;-4.78275;17.3889;28.0535;3.63103;-12.7429;5.1394;-3.42905;-12.6453
1699;0;13.4073;-8.30365;25.8022;-4.89429;3.65832;-9.7562;4.4204;-1.34143;-19.327;2.36325;-4.78438;17.3944;28.1449;3.54494;-12.5463;4.42754;-3.34092;-12.6587
1700;0;13.7373;-8.35612;25.9385;-5.27316;3.71388;-9.72281;4.44163;-1.3528;-19.3573;2.27548;-4.67564;17.029;28.2069;3.48472;-12.3819;4.03824;-3.29535;-12.5315
1701;0;14.0459;-8.39439;26.0377;-5.66403;3.7569;-9.67604;4.47503;-1.37527;-19.377;2.10816;-4.47393;16.3473;28.2379;3.44866;-12.2528;3.94692;-3.28399;-12.2735
1702;0;14.3268;-8.41868;26.1006;-6.06583;3.78508;-9.61858;4.52457;-1.40988;-19.3864;1.85746;-4.20439;15.4285;28.2385;3.43269;-12.1659;4.11973;-3.2976;-11.9027
1703;0;14.5739;-8.42857;26.1261;-6.47635;3.79675;-9.55163;4.59489;-1.45775;-19.3848;1.52782;-3.89769;14.3728;28.2124;3.43046;-12.1265;4.5148;-3.32699;-11.4513
1704;0;14.7817;-8.4252;26.1174;-6.89146;3.79013;-9.48127;4.69269;-1.51998;-19.3679;1.13275;-3.58457;13.2842;28.165;3.43378;-12.1419;5.08663;-3.36322;-10.9528
1705;0;14.9436;-8.40912;26.0758;-7.30838;3.7631;-9.40788;4.82372;-1.59641;-19.3352;0.691925;-3.2931;12.2616;28.1005;3.43511;-12.2172;5.78787;-3.3995;-10.4445
1706;0;15.055;-8.38334;26.0091;-7.72164;3.71439;-9.33642;4.99506;-1.68794;-19.2861;0.230336;-3.04463;11.3833;28.0226;3.42812;-12.3558;6.57221;-3.43143;-9.95548
1707;0;15.1116;-8.34949;25.9213;-8.12591;3.64236;-9.26858;5.21441;-1.79344;-19.2189;-0.225831;-2.85414;10.7061;27.9317;3.40911;-12.5575;7.39663;-3.45653;-9.51173
1708;0;15.1093;-8.31089;25.821;-8.51418;3.54549;-9.20897;5.49064;-1.91373;-19.1328;-0.649861;-2.72674;10.2514;27.8235;3.3799;-12.8168;8.22281;-3.47549;-9.12645
1709;0;15.0441;-8.26954;25.7134;-8.88007;3.4234;-9.15941;5.83193;-2.04719;-19.0266;-1.0186;-2.66046;10.0143;27.6897;3.34434;-13.1224;9.01773;-3.48996;-8.80255
1710;0;14.9124;-8.22723;25.6031;-9.21565;3.27506;-9.12093;6.24709;-2.19268;-18.8995;-1.31487;-2.6484;9.9711;27.5211;3.31028;-13.4636;9.7554;-3.50231;-8.53687
1711;0;14.71;-8.18635;25.4963;-9.51375;3.10086;-9.09856;6.7458;-2.34942;-18.7493;-1.52589;-2.67963;10.0829;27.3051;3.28645;-13.8246;10.4168;-3.51466;-8.32021
1712;0;14.4308;-8.14803;25.396;-9.76598;2.90114;-9.09285;7.33619;-2.51519;-18.5761;-1.64566;-2.74139;10.3037;27.0316;3.28179;-14.1907;10.9885;-3.52823;-8.13808
1713;0;14.0676;-8.11331;25.305;-9.96508;2.6759;-9.10678;8.0269;-2.68695;-18.3803;-1.67423;-2.82257;10.5935;26.6928;3.30344;-14.5491;11.464;-3.5423;-7.98021
1714;0;13.6114;-8.08216;25.2232;-10.1036;2.42687;-9.14422;8.8256;-2.86313;-18.1593;-1.61749;-2.91523;10.9236;26.285;3.35472;-14.891;11.8419;-3.5545;-7.83973
1715;0;13.0499;-8.05378;25.1486;-10.1751;2.15498;-9.20671;9.73935;-3.03995;-17.9111;-1.48459;-3.01269;11.2699;25.8072;3.43537;-15.2101;12.1242;-3.56187;-7.71007
1716;0;12.3686;-8.02708;25.0783;-10.1731;1.8619;-9.29829;10.7742;-3.21436;-17.6366;-1.28902;-3.11196;11.6219;25.2641;3.54253;-15.5017;12.3171;-3.56042;-7.59235
1717;0;11.5505;-8.00094;25.0094;-10.0929;1.54935;-9.42188;11.9345;-3.38403;-17.3349;-1.04698;-3.21234;11.9768;24.6615;3.67021;-15.7638;12.4273;-3.54555;-7.49126
1718;0;10.5754;-7.97292;24.9355;-9.93023;1.21973;-9.57985;13.2231;-3.54659;-17.0068;-0.774671;-3.31417;12.3358;24.0086;3.81175;-15.9974;12.4631;-3.51541;-7.40934
1719;0;9.42484;-7.94072;24.8504;-9.68118;0.875329;-9.77428;14.6424;-3.70105;-16.6525;-0.489971;-3.41833;12.702;23.3153;3.9607;-16.199;12.4313;-3.46747;-7.35711
1720;0;8.07979;-7.90302;24.7506;-9.34319;0.518955;-10.0071;16.1925;-3.84819;-16.2769;-0.207519;-3.52413;13.0728;22.5912;4.11126;-16.3676;12.3399;-3.40152;-7.33659
1721;0;6.52642;-7.85497;24.6232;-8.91507;0.154312;-10.2783;17.8721;-3.99033;-15.881;0.0583755;-3.63114;13.4467;21.8456;4.26072;-16.4992;12.1944;-3.31958;-7.35422
1722;0;4.75886;-7.79374;24.4605;-8.39653;-0.215833;-10.5857;19.6779;-4.13087;-15.4722;0.297691;-3.73625;13.8128;21.0871;4.40797;-16.59;12.0012;-3.22524;-7.40997
1723;0;2.7835;-7.71599;24.2531;-7.78675;-0.586319;-10.9276;21.6063;-4.2763;-15.0566;0.503633;-3.8349;14.1553;20.3228;4.55293;-16.6352;11.7662;-3.12219;-7.49997
1724;0;0.625224;-7.61666;23.9872;-7.08725;-0.952973;-11.3002;23.6515;-4.43361;-14.6404;0.673011;-3.92107;14.4537;19.5584;4.69735;-16.6285;11.4955;-3.01452;-7.61755
1725;0;-1.67675;-7.49241;23.653;-6.30068;-1.31075;-11.6945;25.8046;-4.60941;-14.2355;0.805073;-3.98975;14.6908;18.7993;4.84313;-16.5683;11.1953;-2.9074;-7.75536
1726;0;-4.05765;-7.33915;23.2382;-5.42995;-1.65419;-12.1035;28.0562;-4.81136;-13.8492;0.903338;-4.0349;14.8464;18.0497;4.99105;-16.4527;10.8741;-2.8032;-7.9015
1727;0;-6.43771;-7.15707;22.7418;-4.47857;-1.97842;-12.5174;30.3937;-5.04463;-13.4959;0.973326;-4.05189;14.9049;17.3136;5.14157;-16.2811;10.54;-2.70412;-8.04551
1728;0;-8.725;-6.94649;22.1629;-3.45144;-2.27743;-12.9249;32.8022;-5.31379;-13.1863;1.02267;-4.03819;14.8577;16.5939;5.2931;-16.0583;10.2019;-2.61047;-8.17689
1729;0;-10.8209;-6.71011;21.5071;-2.35467;-2.54649;-13.3131;35.2635;-5.61752;-12.9318;1.06091;-3.99244;14.7001;15.8931;5.44308;-15.7899;9.86899;-2.5219;-8.28431
1730;0;-12.6353;-6.45352;20.7881;-1.19394;-2.78062;-13.67;37.7572;-5.95364;-12.7458;1.09769;-3.91624;14.4369;15.2128;5.58902;-15.4831;9.54885;-2.43699;-8.36356
1731;0;-14.0926;-6.18429;20.0258;0.0231403;-2.97513;-13.9845;40.2585;-6.31513;-12.6408;1.14333;-3.81246;14.0775;14.5533;5.72663;-15.1458;9.24803;-2.35414;-8.4086
1732;0;-15.1403;-5.91021;19.2417;1.28912;-3.12614;-14.246;42.7398;-6.69298;-12.6301;1.20721;-3.68719;13.6421;13.915;5.85231;-14.7901;8.97175;-2.27187;-8.42142
1733;0;-15.7487;-5.6388;18.4574;2.59604;-3.23082;-14.447;45.1722;-7.07564;-12.7219;1.29767;-3.54626;13.1503;13.2962;5.96349;-14.4244;8.72247;-2.18988;-8.40383
1734;0;-15.9154;-5.37778;17.6958;3.9348;-3.2862;-14.5808;47.522;-7.4495;-12.9271;1.42052;-3.39731;12.6282;12.695;6.05683;-14.0609;8.50076;-2.10801;-8.36115
1735;0;-15.6619;-5.13418;16.979;5.29736;-3.29114;-14.6474;49.7559;-7.80443;-13.25;1.58013;-3.24833;12.1038;12.1092;6.13135;-13.7099;8.30536;-2.02764;-8.30135
1736;0;-15.0285;-4.91413;16.3264;6.67464;-3.2448;-14.6452;51.8398;-8.12744;-13.6937;1.77812;-3.10569;11.5996;11.5363;6.18569;-13.381;8.13381;-1.95046;-8.23019
1737;0;-14.071;-4.72336;15.7569;8.05758;-3.14812;-14.5794;53.7402;-8.41157;-14.2537;2.01276;-2.97627;11.1406;10.9735;6.21987;-13.0828;7.98142;-1.8781;-8.15733
1738;0;-12.8577;-4.56747;15.2891;9.43726;-3.00237;-14.4577;55.4266;-8.65176;-14.9253;2.28033;-2.86533;10.7459;10.4187;6.23389;-12.823;7.84389;-1.81289;-8.09002
1739;0;-11.458;-4.44905;14.9322;10.8063;-2.81041;-14.2908;56.8737;-8.84724;-15.692;2.57615;-2.77663;10.4296;9.87146;6.22826;-12.6076;7.7177;-1.75568;-8.03289
1740;0;-9.94425;-4.37026;14.694;12.1557;-2.57536;-14.0896;58.0588;-8.99934;-16.5377;2.89272;-2.71205;10.1988;9.33009;6.20358;-12.4393;7.59705;-1.70707;-7.99018
1741;0;-8.3811;-4.32991;14.5718;13.4778;-2.30252;-13.8683;58.9676;-9.11218;-17.4388;3.22338;-2.67265;10.0579;8.79433;6.16182;-12.3196;7.47865;-1.6674;-7.96445
1742;0;-6.82478;-4.32532;14.5579;14.7661;-1.9969;-13.6404;59.5911;-9.1919;-18.3711;3.56031;-2.65743;10.0034;8.26555;6.10348;-12.2481;7.35939;-1.63477;-7.9561
1743;0;-5.31987;-4.35175;14.638;16.014;-1.66449;-13.4178;59.9266;-9.24331;-19.3103;3.89772;-2.66422;10.0277;7.74386;6.03076;-12.2193;7.23632;-1.60824;-7.96505
1744;0;-3.8956;-4.40276;14.7923;17.2172;-1.31201;-13.211;59.9789;-9.27187;-20.2314;4.2297;-2.6901;10.1204;7.23131;5.94533;-12.2303;7.10779;-1.58538;-7.98908
1745;0;-2.57031;-4.47212;15.0018;18.3707;-0.945592;-13.0299;59.7574;-9.28293;-21.1137;4.55335;-2.7312;10.2673;6.72818;5.84905;-12.272;6.97245;-1.56409;-8.02598
1746;0;-1.35294;-4.55317;15.246;19.4717;-0.57215;-12.8809;59.2753;-9.27836;-21.9366;4.8666;-2.7833;10.4534;6.23599;5.74432;-12.3365;6.82953;-1.54252;-8.07264
1747;0;-0.246293;-4.64225;15.5138;20.5176;-0.198817;-12.7681;58.5498;-9.26;-22.6894;5.16886;-2.84257;10.6648;5.75534;5.63384;-12.4163;6.67905;-1.51961;-8.12611
1748;0;0.752793;-4.73618;15.7953;21.5075;0.169182;-12.6927;57.6004;-9.22718;-23.3601;5.46128;-2.90554;10.8891;5.28761;5.51922;-12.5031;6.52173;-1.49363;-8.18465
1749;0;1.64718;-4.8349;16.0903;22.4405;0.525219;-12.6562;56.4479;-9.17954;-23.9454;5.74532;-2.96888;11.1144;4.83281;5.40286;-12.5894;6.35856;-1.46437;-8.24465
1750;0;2.43752;-4.93833;16.3984;23.317;0.864643;-12.6545;55.1127;-9.11337;-24.441;6.02337;-3.0305;11.3332;4.3916;5.28714;-12.6694;6.19106;-1.43215;-8.30487
1751;0;3.12423;-5.04892;16.7267;24.1371;1.18252;-12.6866;53.6149;-9.02775;-24.848;6.29751;-3.08847;11.5387;3.96396;5.17374;-12.739;6.02134;-1.39651;-8.36205
1752;0;3.70562;-5.16768;17.0779;24.9023;1.47588;-12.7471;51.9734;-8.91872;-25.1671;6.56988;-3.14269;11.7306;3.55076;5.06415;-12.7967;5.85196;-1.35852;-8.41569
1753;0;4.17791;-5.29583;17.4553;25.6129;1.74171;-12.8329;50.205;-8.78521;-25.3998;6.84253;-3.19246;11.9065;3.1511;4.9603;-12.8397;5.68556;-1.31878;-8.4649
1754;0;4.53667;-5.43257;17.8563;26.2701;1.97792;-12.9378;48.3244;-8.62333;-25.5482;7.11604;-3.23806;12.0675;2.76511;4.86405;-12.8684;5.52393;-1.27818;-8.5082
1755;0;4.77838;-5.5762;18.2754;26.8743;2.18345;-13.0589;46.3441;-8.43304;-25.6134;7.39241;-3.2796;12.214;2.39251;4.77662;-12.8832;5.3706;-1.23754;-8.54409
1756;0;4.89866;-5.72433;18.7053;27.4264;2.35707;-13.1905;44.2739;-8.21277;-25.6013;7.67189;-3.31813;12.3497;2.03245;4.701;-12.885;5.2271;-1.19812;-8.57397
1757;0;4.89666;-5.87321;19.1352;27.9262;2.49947;-13.3285;42.1215;-7.96282;-25.5149;7.95577;-3.35414;12.4764;1.68419;4.63851;-12.8744;5.09599;-1.16114;-8.59761
1758;0;4.77224;-6.0216;19.5613;28.3747;2.61119;-13.469;39.8925;-7.6847;-25.3648;8.24472;-3.38713;12.5924;1.34648;4.59161;-12.852;4.97831;-1.12767;-8.61275
1759;0;4.53013;-6.16874;19.9815;28.7727;2.6927;-13.6074;37.5916;-7.37984;-25.1624;8.53857;-3.41859;12.7029;1.01862;4.56234;-12.8176;4.87512;-1.09873;-8.6237
1760;0;4.17639;-6.31808;20.4056;29.121;2.74593;-13.741;35.222;-7.05224;-24.9275;8.83846;-3.44847;12.8077;0.698996;4.55197;-12.7712;4.78789;-1.07575;-8.62988
1761;0;3.72328;-6.47499;20.8485;29.4208;2.77197;-13.8642;32.7876;-6.7055;-24.681;9.14346;-3.47754;12.9096;0.386555;4.56224;-12.7134;4.71642;-1.05918;-8.634
1762;0;3.18719;-6.64916;21.337;29.6747;2.77271;-13.9766;30.2947;-6.34594;-24.4488;9.45407;-3.50497;13.0057;0.079878;4.59289;-12.6441;4.66181;-1.04985;-8.63337
1763;0;2.58768;-6.85142;21.8999;29.8851;2.74989;-14.0735;27.7514;-5.97943;-24.2579;9.76865;-3.53249;13.1021;-0.222661;4.64337;-12.5637;4.62369;-1.0476;-8.63253
1764;0;1.95125;-7.09442;22.5701;30.0563;2.70597;-14.1551;25.1713;-5.61484;-24.1329;10.0863;-3.55979;13.1975;-0.521985;4.7114;-12.4729;4.60244;-1.05125;-8.63062
1765;0;1.3068;-7.38832;23.3715;30.192;2.64339;-14.2189;22.5731;-5.2593;-24.0949;10.4059;-3.58724;13.2935;-0.819326;4.79324;-12.375;4.59872;-1.05964;-8.62551
1766;0;0.687148;-7.73987;24.3169;30.297;2.56371;-14.2653;19.9823;-4.92082;-24.1536;10.7263;-3.61517;13.391;-1.11573;4.88541;-12.2715;4.61311;-1.07132;-8.6162
1767;0;0.126084;-8.15056;25.4027;30.3763;2.46975;-14.296;17.4316;-4.60847;-24.3091;11.0463;-3.64406;13.4918;-1.4122;4.98218;-12.1657;4.64613;-1.08316;-8.60148
1768;0;-0.345198;-8.61349;26.6022;30.434;2.3638;-14.3125;14.9583;-4.3279;-24.5486;11.3648;-3.67425;13.597;-1.70988;5.07853;-12.0606;4.69791;-1.09412;-8.57843
1769;0;-0.701206;-9.1146;27.8712;30.4749;2.2486;-14.3178;12.6054;-4.08521;-24.85;11.6813;-3.7051;13.7045;-2.00962;5.16955;-11.9584;4.76868;-1.10228;-8.54421
1770;0;-0.92723;-9.63063;29.1458;30.5013;2.12705;-14.3153;10.4161;-3.88255;-25.1816;11.9946;-3.73639;13.8133;-2.31308;5.24971;-11.8603;4.85773;-1.1062;-8.49715
1771;0;-1.02356;-10.1326;30.3543;30.5155;2.00183;-14.3107;8.43231;-3.72098;-25.5068;12.3037;-3.76752;13.9215;-2.62109;5.31595;-11.7673;4.96443;-1.10615;-8.43588
1772;0;-1.00797;-10.588;31.4237;30.518;1.87602;-14.3072;6.69075;-3.59857;-25.7908;12.6081;-3.79749;14.0256;-2.93535;5.36575;-11.6787;5.08752;-1.10338;-8.35914
1773;0;-0.917195;-10.9658;32.2916;30.5079;1.75268;-14.3107;5.21874;-3.51139;-26.0043;12.9056;-3.82627;14.1254;-3.25688;5.39706;-11.5931;5.2251;-1.0997;-8.26898
1774;0;-0.801059;-11.2398;32.9102;30.4823;1.63516;-14.3241;4.03361;-3.45397;-26.1246;13.1938;-3.85196;14.2145;-3.58792;5.40943;-11.5082;5.37498;-1.09715;-8.166
1775;0;-0.720354;-11.3943;33.255;30.4378;1.5267;-14.3516;3.1389;-3.42049;-26.14;13.4704;-3.87381;14.2901;-3.92959;5.4037;-11.4202;5.53555;-1.09913;-8.05239
1776;0;-0.735938;-11.4255;33.3243;30.3702;1.43084;-14.3944;2.52575;-3.40438;-26.05;13.732;-3.89158;14.3516;-4.28257;5.38019;-11.3281;5.70578;-1.10869;-7.93241
1777;0;-0.903408;-11.3437;33.1423;30.2746;1.3503;-14.4554;2.17209;-3.39971;-25.8637;13.9742;-3.90478;14.3973;-4.64775;5.33973;-11.2286;5.88518;-1.12814;-7.81025
1778;0;-1.2646;-11.17;32.7536;30.1467;1.28799;-14.5328;2.04526;-3.40122;-25.6027;14.1933;-3.91429;14.4302;-5.0242;5.28354;-11.1216;6.07487;-1.16;-7.69156
1779;0;-1.84303;-10.9331;32.2171;29.9829;1.24595;-14.626;2.10433;-3.40565;-25.2927;14.3853;-3.92035;14.4512;-5.41121;5.21218;-11.0052;6.27783;-1.20535;-7.58002
1780;0;-2.6453;-10.6651;31.6023;29.7805;1.22634;-14.732;2.304;-3.41025;-24.9646;14.5467;-3.92463;14.466;-5.8066;5.12572;-10.8809;6.49854;-1.26548;-7.48113
1781;0;-3.65787;-10.3972;30.9786;29.5383;1.22981;-14.8478;2.59844;-3.41298;-24.6482;14.6756;-3.92944;14.4826;-6.20639;5.02313;-10.7525;6.74493;-1.34011;-7.39763
1782;0;-4.85282;-10.1544;30.4059;29.2558;1.2565;-14.9667;2.94383;-3.4133;-24.3703;14.7692;-3.93729;14.5097;-6.60582;4.90409;-10.6214;7.02565;-1.42858;-7.33393
1783;0;-6.18972;-9.95429;29.9285;28.9333;1.30658;-15.0844;3.30367;-3.41155;-24.1474;14.8265;-3.95075;14.5562;-6.99997;4.76674;-10.4921;7.35154;-1.53021;-7.29068
1784;0;-7.6202;-9.80522;29.5696;28.5733;1.37869;-15.1956;3.65004;-3.4073;-23.9872;14.847;-3.9721;14.6299;-7.38028;4.60959;-10.3696;7.73672;-1.64366;-7.26634
1785;0;-9.08862;-9.70505;29.3269;28.1764;1.47169;-15.2935;3.96492;-3.40117;-23.8836;14.8279;-4.00382;14.7393;-7.73984;4.43158;-10.2584;8.19447;-1.76761;-7.2596
1786;0;-10.5374;-9.64572;29.1826;27.7441;1.58367;-15.3741;4.23865;-3.39325;-23.8237;14.7677;-4.04757;14.8901;-8.06873;4.23076;-10.1634;8.74125;-1.90078;-7.26537
1787;0;-11.9065;-9.61371;29.1045;27.2776;1.71237;-15.4323;4.47052;-3.38325;-23.7877;14.6606;-4.10468;15.0865;-8.35809;4.00654;-10.0892;9.39155;-2.04194;-7.27871
1788;0;-13.1352;-9.59261;29.053;26.7773;1.85609;-15.466;4.66565;-3.37151;-23.7493;14.4986;-4.1752;15.3285;-8.59799;3.75813;-10.0407;10.161;-2.19017;-7.2905
1789;0;-14.1677;-9.56737;28.9913;26.2434;2.01183;-15.4728;4.83236;-3.35666;-23.6861;14.2686;-4.25834;15.6131;-8.77879;3.48565;-10.0211;11.063;-2.34471;-7.29241
1790;0;-14.9554;-9.52561;28.8891;25.6761;2.17639;-15.4535;4.9805;-3.33775;-23.5772;13.9535;-4.35202;15.9328;-8.89123;3.19003;-10.0329;12.1092;-2.50496;-7.27288
1791;0;-15.4621;-9.45859;28.7245;25.0754;2.34639;-15.4101;5.11972;-3.31355;-23.4067;13.5301;-4.45428;16.2806;-8.92674;2.87302;-10.0786;13.3084;-2.67108;-7.22364
1792;0;-15.6695;-9.36222;28.4869;24.4424;2.51872;-15.3456;5.25814;-3.2832;-23.1661;12.9706;-4.56171;16.6445;-8.8778;2.53651;-10.1586;14.6664;-2.84309;-7.13541
1793;0;-15.5794;-9.23579;28.1735;23.7768;2.68921;-15.2649;5.40013;-3.24531;-22.8541;12.242;-4.67102;17.0134;-8.73926;2.18393;-10.2726;16.1848;-3.02254;-7.00055
1794;0;-15.2099;-9.08135;27.788;23.0811;2.85565;-15.1722;5.54865;-3.19991;-22.4729;11.3102;-4.77774;17.3721;-8.5063;1.81834;-10.4209;17.862;-3.21155;-6.81066
1795;0;-14.6008;-8.90551;27.3454;22.3581;3.01378;-15.0732;5.7025;-3.14649;-22.0353;10.1403;-4.87849;17.7094;-8.17584;1.44432;-10.601;19.692;-3.4131;-6.56459
1796;0;-13.7995;-8.71504;26.8618;21.6109;3.16148;-14.9722;5.85933;-3.0861;-21.5549;8.70032;-4.96915;18.0118;-7.74692;1.06631;-10.8094;21.6657;-3.63035;-6.26219
1797;0;-12.8602;-8.51718;26.3548;20.843;3.29705;-14.8748;6.01413;-3.01944;-21.046;6.96694;-5.04561;18.2659;-7.21966;0.688889;-11.0442;23.7707;-3.86896;-5.90502
1798;0;-11.838;-8.32057;25.8462;20.0586;3.41876;-14.7825;6.16132;-2.94762;-20.5298;4.93013;-5.10367;18.4585;-6.59504;0.316892;-11.3018;25.9935;-4.13366;-5.49922
1799;0;-10.7812;-8.13197;25.3539;19.2621;3.52597;-14.6977;6.29567;-2.87204;-20.0209;2.59839;-5.13944;18.5768;-5.87502;-0.0452635;-11.5788;28.318;-4.4297;-5.05357
1800;0;-9.73143;-7.95736;24.8944;18.4572;3.61891;-14.6218;6.41117;-2.79395;-19.5351;0.00555261;-5.14792;18.6049;-5.06259;-0.393723;-11.8737;30.7277;-4.76249;-4.57475
1801;0;-8.71856;-7.80078;24.4792;17.6481;3.69795;-14.554;6.50388;-2.71505;-19.0838;-2.78491;-5.12578;18.5316;-4.16028;-0.724851;-12.1821;33.2065;-5.13539;-4.07685
1802;0;-7.76225;-7.66459;24.1157;16.8379;3.76363;-14.4931;6.57076;-2.63584;-18.6757;-5.67964;-5.06982;18.3463;-3.17203;-1.035;-12.5022;35.7373;-5.55151;-3.57068
1803;0;-6.87306;-7.54878;23.8048;16.0291;3.81699;-14.437;6.60952;-2.5569;-18.3156;-8.55956;-4.97777;18.0405;-2.10248;-1.32113;-12.8296;38.3029;-6.01044;-3.06853
1804;0;-6.0544;-7.45327;23.5473;15.2242;3.85882;-14.3831;6.61984;-2.47835;-18.0065;-11.2888;-4.84993;17.6139;-0.956784;-1.57978;-13.1613;40.886;-6.51007;-2.585
1805;0;-5.30229;-7.37583;23.3377;14.425;3.88928;-14.3297;6.60265;-2.40036;-17.7459;-13.7295;-4.68634;17.065;0.258175;-1.80659;-13.4905;43.467;-7.04269;-2.13228
1806;0;-4.60986;-7.31411;23.1701;13.633;3.90982;-14.2738;6.55956;-2.32297;-17.5317;-15.7589;-4.48972;16.4008;1.5344;-1.9977;-13.813;46.0245;-7.59985;-1.72824
1807;0;-3.96976;-7.26691;23.0417;12.8493;3.92062;-14.2123;6.49234;-2.24608;-17.3633;-17.2799;-4.26117;15.6228;2.8619;-2.14786;-14.1197;48.535;-8.16591;-1.3879
1808;0;-3.37261;-7.23182;22.946;12.0749;3.92174;-14.1437;6.4034;-2.17025;-17.2349;-18.2306;-4.00178;14.7323;4.22991;-2.2518;-14.4048;50.9711;-8.72428;-1.12751
1809;0;-2.81149;-7.20805;22.8812;11.3102;3.91272;-14.0664;6.29512;-2.09511;-17.145;-18.5882;-3.71224;13.7293;5.62506;-2.30391;-14.6594;53.303;-9.25487;-0.964887
1810;0;-2.27897;-7.19506;22.8457;10.5565;3.89393;-13.9805;6.17083;-2.0221;-17.0893;-18.3631;-3.39217;12.6101;7.03388;-2.3003;-14.8778;55.4985;-9.73804;-0.911257
1811;0;-1.77132;-7.19265;22.8391;9.81436;3.86565;-13.8848;6.03186;-1.9519;-17.0668;-17.6012;-3.0438;11.3803;8.44235;-2.23785;-15.0574;57.5226;-10.1567;-0.97999
1812;0;-1.2835;-7.19973;22.8584;9.08495;3.82775;-13.7792;5.88116;-1.88505;-17.0721;-16.3752;-2.67149;10.0538;9.83636;-2.11567;-15.1968;59.3397;-10.496;-1.18137
1813;0;-0.814294;-7.21716;22.906;8.36908;3.7807;-13.6651;5.72033;-1.82332;-17.1047;-14.7745;-2.28219;8.6545;11.2019;-1.93473;-15.2976;60.9159;-10.747;-1.51868
1814;0;-0.362001;-7.24473;22.9813;7.66815;3.72469;-13.5425;5.55183;-1.76735;-17.1624;-12.9046;-1.8867;7.22186;12.5261;-1.69705;-15.3661;62.2187;-10.909;-1.99233
1815;0;0.0751379;-7.28175;23.0821;6.98383;3.66087;-13.4135;5.37761;-1.71821;-17.2409;-10.8755;-1.49931;5.80935;13.7986;-1.40839;-15.411;63.2207;-10.9864;-2.60032
1816;0;0.498777;-7.32738;23.2062;6.31749;3.59014;-13.2784;5.20037;-1.67666;-17.3381;-8.78954;-1.1341;4.47093;15.0095;-1.07415;-15.4412;63.9012;-10.9901;-3.33083
1817;0;0.909081;-7.38095;23.3516;5.67065;3.51372;-13.1379;5.02112;-1.64274;-17.4523;-6.7411;-0.806786;3.26703;16.1524;-0.702409;-15.4681;64.2458;-10.9346;-4.1744
1818;0;1.30861;-7.44091;23.5139;5.04498;3.43283;-12.9935;4.84289;-1.61713;-17.5788;-4.80212;-0.529087;2.24322;17.2223;-0.301071;-15.5026;64.2497;-10.8373;-5.11189
1819;0;1.69907;-7.50538;23.6879;4.44155;3.34927;-12.8451;4.66691;-1.59879;-17.7149;-3.024;-0.311009;1.43814;18.2174;0.119797;-15.5542;63.9157;-10.716;-6.12388
1820;0;2.0835;-7.57177;23.8667;3.86174;3.26484;-12.6941;4.4959;-1.58741;-17.8554;-1.43371;-0.156714;0.868155;19.1376;0.551023;-15.6318;63.2549;-10.5875;-7.18247
1821;0;2.46378;-7.6397;24.049;3.30582;3.1805;-12.541;4.33142;-1.58226;-17.9997;-0.0357941;-0.0662057;0.533714;19.9836;0.983782;-15.7389;62.2859;-10.4631;-8.25461
1822;0;2.84285;-7.70665;24.2282;2.77391;3.0978;-12.3863;4.17482;-1.5819;-18.1435;1.17953;-0.0349762;0.418307;20.7581;1.40876;-15.8772;61.0317;-10.3494;-9.30364
1823;0;3.22268;-7.77133;24.4008;2.26567;3.01885;-12.23;4.02757;-1.58527;-18.2851;2.23242;-0.0551787;0.492965;21.4636;1.818;-16.0431;59.5192;-10.2478;-10.2912
1824;0;3.60624;-7.83107;24.5598;1.78004;2.94423;-12.0729;3.89042;-1.59091;-18.4196;3.14718;-0.115622;0.71632;22.1029;2.20585;-16.2302;57.7764;-10.154;-11.1749
1825;0;3.99457;-7.88678;24.7076;1.31619;2.87554;-11.9161;3.76417;-1.59788;-18.5475;3.94492;-0.203446;1.04081;22.679;2.56665;-16.4289;55.8315;-10.0591;-11.916
1826;0;4.38867;-7.93651;24.8393;0.871817;2.8135;-11.7586;3.64873;-1.6041;-18.6678;4.63958;-0.305515;1.41785;23.1934;2.89786;-16.6243;53.7099;-9.95011;-12.4823
1827;0;4.78927;-7.98038;24.9552;0.445447;2.75903;-11.6019;3.54445;-1.60911;-18.779;5.2361;-0.40991;1.80335;23.6486;3.19752;-16.8032;51.4342;-9.8142;-12.8497
1828;0;5.19642;-8.01912;25.0574;0.035019;2.71259;-11.4466;3.45138;-1.61137;-18.8831;5.72963;-0.507346;2.163;24.0469;3.46544;-16.9498;49.0232;-9.6387;-13.01
1829;0;5.61014;-8.0515;25.1426;-0.361645;2.67473;-11.2941;3.36936;-1.60964;-18.9761;6.10795;-0.592055;2.47552;24.3915;3.70123;-17.0498;46.4919;-9.41284;-12.966
1830;0;6.02942;-8.07881;25.2144;-0.746163;2.64669;-11.1457;3.29828;-1.60362;-19.0606;6.35393;-0.663035;2.73728;24.6862;3.90445;-17.0893;43.8518;-9.12876;-12.7385
