Frame;Sub Frame;LAX;LAY;LAZ;LHX;LHY;LHZ;LKX;LKY;LKZ;RAX;RAY;RAZ;RHX;RHY;RHZ;RKX;RKY;RKZ
738;0;-3.93808;-8.86882;27.2526;26.7549;0.793324;-14.7712;18.2419;-4.90405;-25.3158;11.2851;-3.79371;14.0125;-2.07805;4.36009;-10.1266;5.92671;-1.25723;-8.32176
739;0;-4.82148;-9.4265;28.6455;26.7474;0.754458;-14.8959;15.1766;-4.62242;-25.7371;11.6235;-3.7888;13.9954;-2.36505;4.38702;-10.081;6.00188;-1.22965;-8.23671
740;0;-5.44699;-9.99155;30.0178;26.7608;0.701732;-15.0151;12.3314;-4.35167;-26.1279;11.9664;-3.78346;13.9769;-2.6533;4.4163;-10.0427;6.0922;-1.20369;-8.13786
741;0;-5.77742;-10.5385;31.3088;26.8003;0.642139;-15.1267;9.76402;-4.098;-26.4564;12.3125;-3.77705;13.9546;-2.94664;4.44384;-10.0059;6.19377;-1.1801;-8.02573
742;0;-5.81109;-11.0403;32.4607;26.8697;0.581403;-15.2309;7.5243;-3.86817;-26.6923;12.6612;-3.77038;13.9315;-3.24655;4.46758;-9.96613;6.30409;-1.16148;-7.9049
743;0;-5.58613;-11.4672;33.4166;26.9685;0.525557;-15.327;5.64953;-3.66788;-26.8114;13.0098;-3.76284;13.9053;-3.5555;4.48379;-9.91847;6.42024;-1.14861;-7.777
744;0;-5.17751;-11.7948;34.1354;27.0932;0.479975;-15.4148;4.16202;-3.50122;-26.8009;13.3564;-3.75418;13.8752;-3.87525;4.48991;-9.8571;6.54001;-1.1432;-7.64602
745;0;-4.68503;-12.0048;34.5893;27.2377;0.448791;-15.4927;3.06836;-3.37102;-26.6563;13.6975;-3.74476;13.8424;-4.20714;4.48367;-9.77932;6.662;-1.14633;-7.51628
746;0;-4.21827;-12.09;34.7718;27.3936;0.436661;-15.5609;2.3581;-3.27938;-26.3834;14.0287;-3.73454;13.8069;-4.55096;4.46271;-9.68265;6.78542;-1.15864;-7.39179
747;0;-3.88049;-12.0527;34.692;27.5498;0.445127;-15.6156;2.00582;-3.22441;-25.9964;14.3457;-3.72369;13.7691;-4.9073;4.42579;-9.56595;6.91134;-1.18113;-7.27588
748;0;-3.75618;-11.9093;34.3834;27.6952;0.475713;-15.6567;1.9715;-3.20368;-25.5187;14.6432;-3.71273;13.731;-5.27501;4.37179;-9.4305;7.0412;-1.21414;-7.17195
749;0;-3.90081;-11.6817;33.8887;27.8182;0.528632;-15.6804;2.20509;-3.21244;-24.9793;14.9154;-3.70247;13.6953;-5.65291;4.29964;-9.27844;7.17857;-1.25749;-7.08248
750;0;-4.33679;-11.397;33.261;27.9081;0.602724;-15.6832;2.64833;-3.24441;-24.4099;15.1565;-3.69396;13.6657;-6.03865;4.20897;-9.11457;7.32749;-1.31077;-7.01046
751;0;-5.05433;-11.0816;32.5542;27.9558;0.696031;-15.6637;3.24029;-3.29196;-23.8412;15.3619;-3.68937;13.6497;-6.42829;4.09866;-8.94636;7.4954;-1.37362;-6.95691
752;0;-6.01395;-10.7594;31.8197;27.9537;0.805379;-15.6162;3.92053;-3.34691;-23.3025;15.5281;-3.68922;13.6492;-6.81826;3.9686;-8.7781;7.69035;-1.44463;-6.92174
753;0;-7.15128;-10.4477;31.097;27.8958;0.928385;-15.5392;4.63434;-3.40083;-22.8141;15.6508;-3.69614;13.6733;-7.20315;3.81704;-8.61859;7.92172;-1.52333;-6.90494
754;0;-8.38779;-10.1588;30.4164;27.7782;1.06149;-15.4292;5.33507;-3.44558;-22.3894;15.7289;-3.71123;13.7258;-7.57612;3.64361;-8.47676;8.20239;-1.60893;-6.90171
755;0;-9.63635;-9.897;29.7909;27.5981;1.20183;-15.2848;5.98704;-3.47589;-22.0295;15.7595;-3.73689;13.8151;-7.93012;3.4478;-8.35948;8.54438;-1.70101;-6.91111
756;0;-10.814;-9.66189;29.2219;27.354;1.34718;-15.1061;6.56555;-3.4867;-21.7284;15.7419;-3.77458;13.946;-8.25681;3.22821;-8.2727;8.96217;-1.79875;-6.92856
757;0;-11.8481;-9.44996;28.7033;27.0453;1.49483;-14.8943;7.05644;-3.47617;-21.4741;15.6729;-3.8249;14.1207;-8.54707;2.98544;-8.22288;9.47048;-1.90229;-6.94575
758;0;-12.6798;-9.25461;28.2203;26.6717;1.64389;-14.6526;7.45618;-3.4438;-21.25;15.5481;-3.88914;14.3432;-8.79246;2.71905;-8.21251;10.0835;-2.01222;-6.95798
759;0;-13.2723;-9.07107;27.7622;26.2344;1.79307;-14.3874;7.76652;-3.39151;-21.0407;15.3608;-3.96716;14.6129;-8.98238;2.43038;-8.2447;10.816;-2.12927;-6.95701
760;0;-13.6066;-8.89443;27.3174;25.7349;1.94183;-14.1075;7.99582;-3.3226;-20.8319;15.0996;-4.05971;14.9318;-9.10829;2.12025;-8.32057;11.6801;-2.25441;-6.93764
761;0;-13.6829;-8.72271;26.8814;25.1762;2.08928;-13.8252;8.15513;-3.24152;-20.6132;14.7485;-4.16536;15.2948;-9.16176;1.79128;-8.43962;12.6858;-2.3896;-6.89032
762;0;-13.5179;-8.55601;26.4546;24.5616;2.23495;-13.5533;8.2565;-3.15282;-20.3794;14.2861;-4.28381;15.7001;-9.13523;1.44578;-8.59917;13.8406;-2.53713;-6.81226
763;0;-13.1413;-8.39601;26.0419;23.8965;2.37742;-13.3071;8.31114;-3.06112;-20.1271;13.6872;-4.41379;16.143;-9.02227;1.0881;-8.79505;15.1482;-2.6993;-6.69996
764;0;-12.5906;-8.2459;25.6518;23.1863;2.51491;-13.1004;8.32995;-2.96984;-19.857;12.9205;-4.55445;16.62;-8.81878;0.722605;-9.02382;16.608;-2.88015;-6.55162
765;0;-11.9083;-8.10997;25.2963;22.4376;2.64688;-12.9456;8.32093;-2.88231;-19.5726;11.9526;-4.70428;17.1254;-8.52204;0.353978;-9.28031;18.2153;-3.08323;-6.36893
766;0;-11.1366;-7.99211;24.9862;21.6587;2.77098;-12.8515;8.29147;-2.80007;-19.2797;10.749;-4.86273;17.6567;-8.1303;-0.0117183;-9.55828;19.962;-3.31311;-6.15714
767;0;-10.3143;-7.89568;24.7312;20.8562;2.88583;-12.8252;8.24592;-2.7235;-18.9816;9.27632;-5.02772;18.2065;-7.6449;-0.369466;-9.8527;21.8362;-3.57347;-5.92153
768;0;-9.47407;-7.82244;24.5368;20.0376;2.99046;-12.867;8.18749;-2.65278;-18.6834;7.50866;-5.19627;18.7645;-7.06806;-0.714006;-10.1573;23.8233;-3.86837;-5.66774
769;0;-8.64199;-7.77227;24.4033;19.2094;3.08413;-12.9704;8.11796;-2.58572;-18.3916;5.42962;-5.36521;19.32;-6.40225;-1.04088;-10.4701;25.9084;-4.20144;-5.40372
770;0;-7.83507;-7.74312;24.3256;18.3775;3.16619;-13.1278;8.03877;-2.5214;-18.1074;3.04026;-5.52783;19.851;-5.65164;-1.34598;-10.7852;28.0756;-4.57396;-5.13563
771;0;-7.06368;-7.73125;24.2939;17.5457;3.23772;-13.326;7.94973;-2.45833;-17.8333;0.364181;-5.67433;20.3262;-4.82094;-1.62695;-11.1004;30.3108;-4.9874;-4.86386
772;0;-6.32957;-7.73046;24.2918;16.7176;3.29999;-13.5481;7.85189;-2.39484;-17.5697;-2.54748;-5.79375;20.7113;-3.91414;-1.88231;-11.4151;32.6004;-5.44117;-4.59018
773;0;-5.63328;-7.7362;24.3071;15.8953;3.35349;-13.7771;7.74515;-2.3299;-17.3193;-5.60912;-5.87248;20.9641;-2.93522;-2.11068;-11.7288;34.9348;-5.93372;-4.31314
774;0;-4.96776;-7.74066;24.319;15.0796;3.4006;-13.9947;7.62953;-2.26312;-17.0804;-8.70666;-5.89657;21.0413;-1.88907;-2.31265;-12.0391;37.3039;-6.45978;-4.0289
775;0;-4.32758;-7.73977;24.3166;14.2715;3.44289;-14.1849;7.50617;-2.19535;-16.8553;-11.7011;-5.85363;20.9036;-0.7804;-2.48791;-12.3459;39.6997;-7.0138;-3.73437
776;0;-3.70639;-7.7287;24.2871;13.471;3.48095;-14.3343;7.3751;-2.12648;-16.6442;-14.4457;-5.73447;20.5204;0.385195;-2.63571;-12.645;42.1126;-7.58563;-3.4288
777;0;-3.09851;-7.70614;24.2268;12.6782;3.51597;-14.4326;7.23725;-2.05857;-16.4513;-16.7992;-5.53489;19.8739;1.60163;-2.75454;-12.9361;44.5313;-8.16572;-3.11477
778;0;-2.50107;-7.67133;24.1337;11.893;3.5481;-14.4744;7.093;-1.993;-16.2782;-18.6473;-5.25424;18.9556;2.86127;-2.8423;-13.2123;46.9415;-8.73894;-2.79983
779;0;-1.91185;-7.62589;24.012;11.1158;3.57655;-14.4589;6.94336;-1.93114;-16.1272;-19.9123;-4.89579;17.7672;4.15496;-2.89508;-13.4668;49.3227;-9.2886;-2.49698
780;0;-1.33225;-7.57337;23.871;10.3471;3.59968;-14.3897;6.78889;-1.87403;-16.003;-20.5608;-4.46642;16.3218;5.4723;-2.90779;-13.6929;51.6494;-9.79736;-2.22799
781;0;-0.764328;-7.51773;23.7212;9.58764;3.61672;-14.2714;6.63008;-1.82333;-15.9086;-20.5994;-3.97528;14.6409;6.80193;-2.87619;-13.8846;53.8904;-10.2478;-2.01385
782;0;-0.210189;-7.46297;23.5735;8.83822;3.62509;-14.1131;6.46791;-1.77918;-15.8448;-20.0723;-3.43515;12.761;8.13117;-2.7947;-14.0347;56.0083;-10.6223;-1.8823
783;0;0.326597;-7.413;23.4384;8.10083;3.62348;-13.9235;6.30326;-1.742;-15.8134;-19.0507;-2.8619;10.7337;9.44753;-2.66015;-14.1411;57.9629;-10.9089;-1.8574
784;0;0.84336;-7.37159;23.3262;7.37706;3.60929;-13.7119;6.13713;-1.71115;-15.8153;-17.6261;-2.27525;8.62945;10.7382;-2.4692;-14.2022;59.7111;-11.0992;-1.9612
785;0;1.33828;-7.34047;23.2417;6.66854;3.58174;-13.4855;5.97078;-1.6859;-15.8481;-15.9009;-1.69832;6.53602;11.9916;-2.22216;-14.2222;61.2118;-11.1932;-2.2113
786;0;1.8098;-7.3218;23.191;5.97754;3.53958;-13.2517;5.80533;-1.66481;-15.9116;-13.982;-1.15452;4.54594;13.1977;-1.92119;-14.2079;62.4274;-11.1961;-2.61572
787;0;2.25806;-7.31549;23.1739;5.30619;3.48217;-13.0165;5.6421;-1.64668;-16.001;-11.9741;-0.667511;2.75379;14.3485;-1.57018;-14.1707;63.3271;-11.1227;-3.17703
788;0;2.68411;-7.32103;23.1889;4.6554;3.41069;-12.7822;5.48188;-1.63049;-16.1136;-9.97142;-0.257024;1.23874;15.4385;-1.17646;-14.123;63.8893;-10.9902;-3.88996
789;0;3.09019;-7.33709;23.2326;4.02771;3.32507;-12.5521;5.32656;-1.61432;-16.2439;-8.05056;0.0629153;0.0565344;16.4651;-0.748759;-14.0788;64.1036;-10.8197;-4.73737
790;0;3.47923;-7.36196;23.3001;3.42282;3.22819;-12.3252;5.17626;-1.59788;-16.3881;-6.26828;0.284919;-0.763884;17.428;-0.298442;-14.0542;63.9705;-10.6345;-5.69535
791;0;3.85455;-7.3932;23.3848;2.84222;3.12115;-12.1036;5.03287;-1.57941;-16.5402;-4.65601;0.409015;-1.22236;18.3284;0.163552;-14.0613;63.5006;-10.453;-6.73412
792;0;4.21942;-7.42917;23.4821;2.28626;3.00777;-11.8847;4.89599;-1.55929;-16.6968;-3.22178;0.44263;-1.34653;19.171;0.624574;-14.1096;62.7148;-10.29;-7.81332
793;0;4.578;-7.46684;23.584;1.75401;2.89029;-11.6683;4.76644;-1.53683;-16.8523;-1.95547;0.398551;-1.18371;19.9586;1.07425;-14.2051;61.6401;-10.1538;-8.89074
794;0;4.93273;-7.50574;23.6889;1.2459;2.77316;-11.4534;4.64458;-1.51303;-17.0052;-0.834375;0.294066;-0.797682;20.6951;1.50158;-14.3488;60.3075;-10.0457;-9.91807
795;0;5.2869;-7.5436;23.7909;0.760681;2.65882;-11.2399;4.5306;-1.48774;-17.152;0.169673;0.148103;-0.258296;21.3833;1.89925;-14.5359;58.7503;-9.95973;-10.8515
796;0;5.64172;-7.57977;23.8882;0.297494;2.55121;-11.0269;4.42391;-1.46218;-17.2919;1.08358;-0.0183395;0.356825;22.0242;2.2616;-14.7589;56.9992;-9.88583;-11.6434
797;0;5.99843;-7.61378;23.9795;-0.144897;2.45282;-10.8164;4.32477;-1.43715;-17.4225;1.92371;-0.18769;0.982603;22.6172;2.5858;-15.0057;55.0812;-9.81048;-12.2615
798;0;6.35719;-7.6451;24.0635;-0.567333;2.367;-10.6084;4.23251;-1.41341;-17.5452;2.69751;-0.34391;1.55965;23.1616;2.87113;-15.2607;53.0193;-9.71835;-12.6795
799;0;6.71774;-7.67405;24.141;-0.972004;2.29563;-10.4056;4.14713;-1.39149;-17.6596;3.39719;-0.47609;2.04764;23.6535;3.11862;-15.5069;50.8285;-9.59416;-12.8872
800;0;7.0792;-7.7012;24.2136;-1.3592;2.24038;-10.2104;4.06899;-1.37237;-17.767;4.00438;-0.578616;2.42595;24.0917;3.33174;-15.7291;48.5195;-9.42801;-12.8872
801;0;7.4408;-7.7266;24.2815;-1.73082;2.20301;-10.0249;3.99773;-1.35606;-17.8672;4.49501;-0.652077;2.69688;24.4748;3.51221;-15.9128;46.0979;-9.21196;-12.6987
802;0;7.80153;-7.75073;24.3459;-2.08783;2.18378;-9.8525;3.93431;-1.34261;-17.9619;4.84057;-0.702374;2.88231;24.8029;3.66333;-16.045;43.566;-8.94197;-12.3552
803;0;8.16063;-7.77361;24.4069;-2.43108;2.18278;-9.69554;3.87927;-1.33178;-18.0501;5.01787;-0.741665;3.02712;25.0797;3.78671;-16.1182;40.9248;-8.61907;-11.9055
804;0;8.51695;-7.79617;24.4669;-2.76234;2.19936;-9.55571;3.83325;-1.32263;-18.1345;5.01232;-0.785766;3.18961;25.3099;3.88187;-16.1294;38.1768;-8.24841;-11.4048
805;0;8.87072;-7.81821;24.5256;-3.08255;2.23221;-9.43461;3.79789;-1.31434;-18.2133;4.82163;-0.852614;3.4358;25.5017;3.94855;-16.0795;35.328;-7.8379;-10.9171
806;0;9.2216;-7.83903;24.5809;-3.39263;2.2798;-9.33385;3.77452;-1.30557;-18.2845;4.45801;-0.960711;3.83363;25.665;3.98398;-15.9743;32.3908;-7.39733;-10.5033
807;0;9.56986;-7.85982;24.6361;-3.69443;2.33952;-9.25322;3.76412;-1.29541;-18.3494;3.94916;-1.12533;4.43874;25.81;3.98711;-15.8249;29.3852;-6.93909;-10.2149
808;0;9.9152;-7.88059;24.6912;-3.98951;2.40938;-9.1928;3.7676;-1.28326;-18.4068;3.33578;-1.35889;5.29546;25.9467;3.9564;-15.6425;26.3408;-6.47454;-10.095
809;0;10.2591;-7.9012;24.7458;-4.27973;2.48636;-9.15114;3.78617;-1.26867;-18.4544;2.66866;-1.66527;6.41551;26.0832;3.89291;-15.4428;23.2971;-6.01516;-10.1592
810;0;10.6013;-7.92408;24.8064;-4.56707;2.56798;-9.12789;3.82026;-1.25231;-18.4943;2.00159;-2.04134;7.78327;26.2253;3.80007;-15.2378;20.303;-5.57186;-10.4039
811;0;10.9423;-7.94842;24.8708;-4.85407;2.65017;-9.11884;3.87013;-1.23373;-18.5241;1.38678;-2.47449;9.34714;26.3749;3.6843;-15.0389;17.4148;-5.15291;-10.8005
812;0;11.2822;-7.97528;24.9417;-5.14334;2.7307;-9.12207;3.93507;-1.21506;-18.5438;0.865128;-2.94424;11.0268;26.5306;3.55427;-14.8543;14.6923;-4.76611;-11.3002
813;0;11.6205;-8.00684;25.025;-5.43712;2.80656;-9.13355;4.01462;-1.19797;-18.5566;0.460916;-3.42431;12.723;26.6876;3.42037;-14.6874;12.1942;-4.41746;-11.8442
814;0;11.9555;-8.04339;25.1213;-5.73875;2.87475;-9.14806;4.10693;-1.18502;-18.5643;0.177851;-3.88457;14.3274;26.8378;3.29479;-14.5379;9.97338;-4.11129;-12.3721
815;0;12.2864;-8.08527;25.2314;-6.0501;2.93316;-9.16104;4.21171;-1.17839;-18.5681;-0.000652879;-4.29442;15.7364;26.9718;3.18819;-14.4016;8.07246;-3.85135;-12.8249
816;0;12.6086;-8.13322;25.3572;-6.37393;2.97902;-9.16882;4.3264;-1.181;-18.5715;-0.108647;-4.6281;16.8688;27.0794;3.11135;-14.2724;6.52072;-3.64038;-13.1591
817;0;12.9195;-8.18735;25.4989;-6.71155;3.01067;-9.16614;4.45075;-1.19493;-18.5781;-0.189591;-4.86504;17.6644;27.1514;3.07187;-14.1431;5.33202;-3.47997;-13.3425
818;0;13.2145;-8.24636;25.653;-7.06422;3.02565;-9.1514;4.58449;-1.2218;-18.5882;-0.29031;-4.99586;18.1006;27.1796;3.07534;-14.0058;4.50333;-3.37033;-13.3638
819;0;13.488;-8.3088;25.8156;-7.43245;3.02305;-9.12166;4.7276;-1.26263;-18.6031;-0.450254;-5.02009;18.1812;27.1599;3.12253;-13.8546;4.01834;-3.30948;-13.2238
820;0;13.7352;-8.37307;25.9825;-7.81501;3.001;-9.07932;4.88289;-1.31804;-18.6215;-0.697398;-4.94681;17.9374;27.0908;3.21215;-13.6838;3.84672;-3.29316;-12.937
821;0;13.95;-8.43731;26.1487;-8.21063;2.95796;-9.02498;5.05333;-1.38764;-18.6423;-1.04344;-4.79401;17.4267;26.9755;3.33792;-13.4925;3.94908;-3.31475;-12.5321
822;0;14.1266;-8.4995;26.3092;-8.61555;2.89283;-8.96333;5.24415;-1.47017;-18.6609;-1.483;-4.58298;16.7165;26.8208;3.48978;-13.28;4.27866;-3.36394;-12.0403
823;0;14.26;-8.55814;26.4601;-9.02556;2.80399;-8.89933;5.46289;-1.56461;-18.6741;-1.99604;-4.33832;15.8861;26.6357;3.65655;-13.0514;4.78625;-3.42992;-11.4981
824;0;14.3453;-8.61014;26.5936;-9.43487;2.69031;-8.83937;5.71823;-1.66926;-18.6727;-2.55156;-4.08182;15.0079;26.4306;3.82617;-12.8123;5.4225;-3.50063;-10.9366
825;0;14.3763;-8.65548;26.7097;-9.83577;2.5508;-8.78996;6.02028;-1.78235;-18.653;-3.11431;-3.83174;14.1444;26.2141;3.98782;-12.5692;6.14045;-3.56579;-10.383
826;0;14.3491;-8.69435;26.809;-10.2203;2.38365;-8.75877;6.38063;-1.90307;-18.6081;-3.65053;-3.6001;13.3384;25.9903;4.135;-12.3294;6.89703;-3.61669;-9.85351
827;0;14.2572;-8.72667;26.8915;-10.5791;2.18875;-8.75104;6.81176;-2.03039;-18.5344;-4.1322;-3.39218;12.6101;25.7589;4.26516;-12.0958;7.65495;-3.64762;-9.35663
828;0;14.0952;-8.75209;26.9562;-10.9014;1.96502;-8.77172;7.32695;-2.16379;-18.4233;-4.53966;-3.20847;11.9631;25.5145;4.38015;-11.8714;8.38238;-3.65584;-8.89374
829;0;13.8528;-8.77394;27.0118;-11.1771;1.71198;-8.82342;7.93796;-2.30288;-18.277;-4.861;-3.04526;11.3855;25.2467;4.48608;-11.6575;9.05327;-3.64081;-8.4596
830;0;13.5196;-8.79232;27.0586;-11.3953;1.43008;-8.90781;8.65778;-2.4479;-18.0912;-5.09071;-2.89766;10.8611;24.9427;4.59138;-11.4536;9.6477;-3.60502;-8.05106
831;0;13.0799;-8.81017;27.1039;-11.5451;1.11923;-9.02471;9.49706;-2.59883;-17.8681;-5.22891;-2.76107;10.374;24.5897;4.70451;-11.2616;10.1506;-3.55098;-7.66417
832;0;12.5141;-8.82821;27.1497;-11.6164;0.781828;-9.17256;10.4655;-2.75667;-17.6077;-5.27937;-2.63325;9.91684;24.1772;4.83179;-11.0839;10.5529;-3.4816;-7.30404
833;0;11.7974;-8.84982;27.2045;-11.5996;0.418642;-9.34915;11.5709;-2.9214;-17.3164;-5.24717;-2.51447;9.4908;23.6977;4.97775;-10.9268;10.8501;-3.40056;-6.97683
834;0;10.9009;-8.87605;27.2709;-11.4877;0.0325664;-9.54948;12.8182;-3.0935;-16.9993;-5.13933;-2.40701;9.1044;23.1484;5.14292;-10.7981;11.0428;-3.31097;-6.69169
835;0;9.792;-8.90671;27.3485;-11.2731;-0.372661;-9.77107;14.2107;-3.27402;-16.6596;-4.96454;-2.31518;8.77351;22.5321;5.32415;-10.7053;11.1345;-3.21471;-6.46125
836;0;8.4375;-8.9423;27.4383;-10.952;-0.793177;-10.0076;15.7485;-3.46314;-16.3078;-4.73228;-2.24317;8.51363;21.8544;5.51557;-10.6552;11.1324;-3.11227;-6.29542
837;0;6.80579;-8.9806;27.5349;-10.5202;-1.22402;-10.257;17.4301;-3.66311;-15.9485;-4.45362;-2.19628;8.34418;21.1256;5.70996;-10.6556;11.0455;-3.00552;-6.20113
838;0;4.87351;-9.01819;27.6294;-9.97749;-1.66017;-10.5142;19.2513;-3.87523;-15.592;-4.1398;-2.17751;8.27633;20.3569;5.89914;-10.7081;10.8848;-2.89396;-6.18156
839;0;2.63104;-9.04738;27.7027;-9.32416;-2.09512;-10.7762;21.206;-4.1021;-15.243;-3.80147;-2.18807;8.31452;19.5604;6.07495;-10.8124;10.6625;-2.77748;-6.23192
840;0;0.0927609;-9.05843;27.7305;-8.56229;-2.52332;-11.041;23.286;-4.34675;-14.9067;-3.44971;-2.22786;8.45834;18.7488;6.23191;-10.9652;10.3902;-2.65658;-6.34506
841;0;-2.69917;-9.0412;27.6872;-7.69685;-2.93815;-11.3052;25.4807;-4.61256;-14.5895;-3.0929;-2.29327;8.69448;17.9316;6.36576;-11.1576;10.0798;-2.53182;-6.50653
842;0;-5.66386;-8.98404;27.5435;-6.73254;-3.33377;-11.566;27.7794;-4.902;-14.2962;-2.73759;-2.3792;9.00428;17.1171;6.47485;-11.3781;9.74181;-2.40373;-6.70049
843;0;-8.68848;-8.87819;27.2763;-5.67609;-3.70381;-11.8242;30.1682;-5.21899;-14.0282;-2.38768;-2.47948;9.3651;16.3117;6.55976;-11.6129;9.38648;-2.27407;-6.91049
844;0;-11.6346;-8.71938;26.8729;-4.53561;-4.04289;-12.0757;32.6307;-5.56431;-13.7908;-2.04541;-2.58632;9.74867;15.519;6.62255;-11.8472;9.02167;-2.14374;-7.11921
845;0;-14.3527;-8.50854;26.3325;-3.31922;-4.34698;-12.3183;35.1495;-5.93684;-13.5876;-1.70952;-2.69298;10.1306;14.7417;6.66644;-12.0682;8.6556;-2.01525;-7.31296
846;0;-16.7028;-8.25305;25.6705;-2.03597;-4.61078;-12.5509;37.7033;-6.33621;-13.4254;-1.37778;-2.79203;10.4846;13.9808;6.69472;-12.2628;8.29456;-1.88944;-7.47897
847;0;-18.5684;-7.96075;24.9034;-0.695755;-4.83172;-12.7679;40.2688;-6.75504;-13.3087;-1.04742;-2.87872;10.7936;13.2366;6.71123;-12.4205;7.94389;-1.76845;-7.61242
848;0;-19.8772;-7.64424;24.0612;0.692634;-5.00621;-12.9681;42.819;-7.18818;-13.2503;-0.71503;-2.94986;11.0468;12.51;6.71798;-12.5371;7.60898;-1.65336;-7.70921
849;0;-20.593;-7.31197;23.1643;2.11782;-5.13283;-13.147;45.323;-7.62458;-13.2589;-0.377967;-3.00393;11.2389;11.8006;6.71745;-12.6094;7.29375;-1.54603;-7.77028
850;0;-20.7192;-6.97269;22.2352;3.57107;-5.20963;-13.3;47.7487;-8.05275;-13.349;-0.0343856;-3.04153;11.3723;11.1101;6.70969;-12.6397;7.00173;-1.44689;-7.80043
851;0;-20.2948;-6.63263;21.2908;5.04163;-5.23605;-13.4247;50.0609;-8.46138;-13.5321;0.31671;-3.06447;11.4536;10.4382;6.69556;-12.6331;6.73561;-1.35705;-7.804
852;0;-19.3835;-6.29806;20.3489;6.51916;-5.21211;-13.5182;52.2236;-8.83791;-13.8185;0.674529;-3.07617;11.4951;9.78564;6.67402;-12.5971;6.49651;-1.27688;-7.78897
853;0;-18.0705;-5.97581;19.4301;7.99336;-5.13892;-13.5777;54.2008;-9.17045;-14.2182;1.03779;-3.07986;11.5081;9.15301;6.64475;-12.5407;6.28514;-1.20665;-7.76045
854;0;-16.4538;-5.67332;18.5575;9.45461;-5.01688;-13.604;55.9589;-9.4523;-14.734;1.40434;-3.08025;11.5095;8.54144;6.60587;-12.4754;6.10173;-1.14667;-7.72607
855;0;-14.6357;-5.39922;17.7586;10.8943;-4.84946;-13.6003;57.4687;-9.6786;-15.3641;1.77213;-3.08012;11.5091;7.95081;6.55723;-12.4084;5.94454;-1.0966;-7.6893
856;0;-12.7198;-5.16191;17.0609;12.3024;-4.63837;-13.5689;58.7036;-9.84717;-16.1022;2.13882;-3.08263;11.518;7.38158;6.49721;-12.3493;5.81211;-1.05591;-7.65484
857;0;-10.7976;-4.96964;16.4914;13.6719;-4.38837;-13.516;59.6463;-9.96063;-16.9349;2.50232;-3.09027;11.545;6.83374;6.42612;-12.3042;5.70164;-1.02415;-7.62624
858;0;-8.946;-4.82782;16.0692;14.9951;-4.10326;-13.4476;60.2845;-10.023;-17.8439;2.86194;-3.10381;11.593;6.30695;6.34387;-12.2782;5.61056;-1.00079;-7.60297
859;0;-7.21952;-4.73903;15.8038;16.267;-3.78802;-13.373;60.6145;-10.0428;-18.8056;3.2174;-3.12412;11.6649;5.8016;6.25115;-12.2733;5.53605;-0.985155;-7.58724
860;0;-5.65292;-4.70237;15.694;17.4822;-3.44826;-13.2988;60.64;-10.0263;-19.7953;3.56796;-3.14999;11.7564;5.31591;6.14884;-12.2881;5.47384;-0.975539;-7.57839
861;0;-4.25852;-4.71519;15.7325;18.6384;-3.0904;-13.2329;60.3708;-9.98232;-20.7874;3.91506;-3.18132;11.8672;4.84964;6.03914;-12.3201;5.42068;-0.971566;-7.57873
862;0;-3.03249;-4.77063;15.8984;19.7329;-2.72079;-13.1807;59.8235;-9.9165;-21.7533;4.25977;-3.21603;11.9898;4.40203;5.92365;-12.366;5.37395;-0.971897;-7.5856
863;0;-1.95818;-4.86137;16.1692;20.7658;-2.34605;-13.1478;59.0184;-9.83498;-22.6675;4.60296;-3.25314;12.1207;3.97203;5.80509;-12.4212;5.32994;-0.976091;-7.60012
864;0;-1.01358;-4.97989;16.5219;21.7365;-1.97261;-13.1356;57.9789;-9.73954;-23.5092;4.94571;-3.2909;12.2538;3.55847;5.6855;-12.4801;5.28634;-0.983192;-7.622
865;0;-0.175891;-5.11772;16.9303;22.6468;-1.6078;-13.1459;56.7301;-9.63132;-24.2565;5.28843;-3.32792;12.3842;3.1604;5.56759;-12.5363;5.24062;-0.992057;-7.6507
866;0;0.573073;-5.26735;17.3716;23.4972;-1.25688;-13.1766;55.2962;-9.50822;-24.8947;5.63138;-3.36349;12.5093;2.77665;5.45352;-12.5857;5.19163;-1.00248;-7.68553
867;0;1.2439;-5.42318;17.8288;24.2901;-0.925786;-13.2266;53.701;-9.36989;-25.4116;5.97431;-3.39695;12.6269;2.40631;5.34579;-12.6247;5.13872;-1.01371;-7.72695
868;0;1.83789;-5.5791;18.2838;25.0262;-0.61911;-13.2908;51.9644;-9.21088;-25.8009;6.31559;-3.42744;12.734;2.04794;5.2462;-12.6496;5.0809;-1.02461;-7.77235
869;0;2.34761;-5.73256;18.7292;25.7069;-0.340011;-13.3662;50.1035;-9.02933;-26.0627;6.65386;-3.45534;12.8318;1.70091;5.15666;-12.6571;5.01855;-1.03559;-7.8233
870;0;2.7581;-5.87904;19.152;26.3323;-0.0904737;-13.4474;48.1321;-8.82208;-26.1955;6.98731;-3.48093;12.9215;1.36426;5.07826;-12.6486;4.95315;-1.04524;-7.87803
871;0;3.04883;-6.01782;19.5505;26.9024;0.128887;-13.5287;46.0588;-8.58684;-26.2088;7.31471;-3.50339;13.0002;1.03719;5.01203;-12.6226;4.88602;-1.05305;-7.93366
